epoch,averaged_f1_score,f1_score_coffee machine,f1_score_computer,f1_score_kettle,f1_score_microwave,loss,precision_coffee machine,precision_computer,precision_kettle,precision_microwave,recall_coffee machine,recall_computer,recall_kettle,recall_microwave,val_averaged_f1_score,val_f1_score_coffee machine,val_f1_score_computer,val_f1_score_kettle,val_f1_score_microwave,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_microwave,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_microwave
0,0.2621948719024658,0.5372917056083679,0.07361418753862381,0.18927446007728577,0.24859905242919922,0.029880864545702934,0.9259848594665527,0.5996280312538147,0.7584540843963623,0.9362307190895081,0.873820424079895,0.4126320779323578,0.7658536434173584,0.5869620442390442,0.4687895178794861,0.8330568671226501,0.0697130486369133,0.7176259160041809,0.25476232171058655,0.08032511174678802,0.9931336641311646,0.10696388781070709,0.8316274285316467,0.9803181290626526,0.5995568633079529,0.02467741258442402,0.9349827170372009,0.5068148374557495
1,0.2721288800239563,0.5612926483154297,0.07347530126571655,0.17975851893424988,0.2739889919757843,0.026188530027866364,0.9536716341972351,0.622288167476654,0.9039270877838135,0.9432435631752014,0.9256505370140076,0.48231402039527893,0.898257851600647,0.6190840005874634,0.5724108815193176,0.7948616743087769,0.07405134290456772,0.8230626583099365,0.5976678133010864,0.058512985706329346,0.9832629561424255,0.18852010369300842,0.9912280440330505,0.9862875938415527,0.8985134363174438,0.08227133005857468,0.8452243804931641,0.5158262252807617
2,0.30322733521461487,0.603557825088501,0.07359173893928528,0.28608694672584534,0.24967285990715027,0.02546209655702114,0.9580605030059814,0.6320160627365112,0.893379807472229,0.9404650926589966,0.9308693408966064,0.4962558448314667,0.893379807472229,0.625231921672821,0.4814939796924591,0.899779200553894,0.06855214387178421,0.8059611320495605,0.15168344974517822,0.07057926803827286,0.9893651604652405,0.2696964740753174,0.9434239268302917,0.9683088660240173,0.8643510341644287,0.08997887372970581,0.7387802004814148,0.5151128172874451
3,0.3149467706680298,0.6163833737373352,0.07360850274562836,0.3186919391155243,0.25110331177711487,0.025353530421853065,0.9597029089927673,0.6355923414230347,0.9004871249198914,0.9427262544631958,0.9330140352249146,0.5038666725158691,0.901742160320282,0.628724217414856,0.46509090065956116,0.8338401913642883,0.06904831528663635,0.7808041572570801,0.1766710877418518,0.0673750564455986,0.9649149179458618,0.3700495958328247,0.8981289267539978,0.26115167140960693,0.9198827743530273,0.07835111767053604,0.7456846833229065,0.5062516331672668
4,0.33749309182167053,0.6988361477851868,0.07281170785427094,0.2927660644054413,0.2855584919452667,0.024611696600914,0.9576626420021057,0.6453441977500916,0.903606116771698,0.9443657398223877,0.9314412474632263,0.5175634622573853,0.9080139398574829,0.6304703950881958,0.4514623284339905,0.7560105323791504,0.06899198889732361,0.7121212482452393,0.26872554421424866,0.07053647190332413,0.9669807553291321,0.19644445180892944,0.95652174949646,0.9731228351593018,0.872784435749054,0.04992624744772911,0.49367088079452515,0.5206698179244995
5,0.347486674785614,0.6918849349021912,0.07301738113164902,0.3532665967941284,0.2717778980731964,0.02444177120923996,0.9583608508110046,0.6514146327972412,0.913073718547821,0.9427582025527954,0.934586763381958,0.5225737690925598,0.9149825572967529,0.63388991355896,0.4721934497356415,0.7330787777900696,0.06893584877252579,0.8623409867286682,0.22441813349723816,0.07036023586988449,0.9314069151878357,0.227766752243042,0.9009636044502258,0.9240373969078064,0.93067467212677,0.07017847150564194,0.9683544039726257,0.4640483558177948
6,0.3237605094909668,0.6079436540603638,0.07317174971103668,0.33562415838241577,0.27830252051353455,0.023944225162267685,0.9598801732063293,0.6593230366706848,0.9108014106750488,0.9442910552024841,0.9390191435813904,0.5264405012130737,0.9108014106750488,0.6345083713531494,0.4004269242286682,0.7081849575042725,0.06934791803359985,0.5968992114067078,0.22727550566196442,0.08349721133708954,0.923518717288971,0.13452985882759094,0.9317406415939331,0.8300265669822693,0.8733562231063843,0.05667698755860329,0.4712313115596771,0.4932226836681366
7,0.3812319040298462,0.6177356839179993,0.07327009737491608,0.5657950639724731,0.2681267261505127,0.023708300665020943,0.9624131917953491,0.6626960039138794,0.9204466342926025,0.9440940022468567,0.9408779144287109,0.5339968204498291,0.9191637635231018,0.6370548009872437,0.44678089022636414,0.6749517917633057,0.06857556849718094,0.8140017986297607,0.22959434986114502,0.07657801359891891,0.8743775486946106,0.15421456098556519,0.9804772138595581,0.8113332390785217,0.9411806464195251,0.05134815350174904,0.7802071571350098,0.5058761835098267
8,0.2572912871837616,0.5880023241043091,0.08122038841247559,0.23541705310344696,0.12452539801597595,0.02225136198103428,0.9625703692436218,0.6803207993507385,0.9215278029441833,0.9419892430305481,0.9413068294525146,0.5809143781661987,0.9247387051582336,0.6373822093009949,0.44281718134880066,0.7756221294403076,0.15345928072929382,0.8119581341743469,0.030229201540350914,0.05931684374809265,0.9562022089958191,0.4879901111125946,0.9587412476539612,0.9276743531227112,0.9299599528312683,0.11528085917234421,0.788837730884552,0.5408328175544739
9,0.29152512550354004,0.554031252861023,0.21906916797161102,0.3591248691082001,0.03387521207332611,0.017049308866262436,0.9621922373771667,0.7367336750030518,0.925561785697937,0.9241458177566528,0.9388046860694885,0.7596939206123352,0.9184669256210327,0.6484048366546631,0.48210039734840393,0.8217441439628601,0.30041828751564026,0.7828641533851624,0.02337503992021084,0.0525139756500721,0.9673344492912292,0.5647865533828735,0.9490994811058044,0.9667438864707947,0.924885630607605,0.2681293189525604,0.6973533034324646,0.4857132136821747
