epoch,averaged_f1_score,f1_score_coffee machine,f1_score_computer,f1_score_kettle,f1_score_microwave,loss,precision_coffee machine,precision_computer,precision_kettle,precision_microwave,recall_coffee machine,recall_computer,recall_kettle,recall_microwave,val_averaged_f1_score,val_f1_score_coffee machine,val_f1_score_computer,val_f1_score_kettle,val_f1_score_microwave,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_microwave,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_microwave
0,0.35087916254997253,0.5480256080627441,0.07323583215475082,0.5364891290664673,0.24576601386070251,0.030304430052638054,0.922301173210144,0.6074766516685486,0.7297667860984802,0.9232603907585144,0.863025426864624,0.4150555431842804,0.7414634227752686,0.5772854685783386,0.5975256562232971,0.9097111821174622,0.07394814491271973,0.7944351434707642,0.6120083332061768,0.0694439560174942,0.9976892471313477,0.04257909953594208,0.8340732455253601,0.9992427229881287,0.648013174533844,0.027880027890205383,0.8647871017456055,0.49543797969818115
1,0.40704047679901123,0.6712743639945984,0.0733422115445137,0.6502912640571594,0.2332540899515152,0.02662321738898754,0.9567651152610779,0.6352943181991577,0.8830162286758423,0.9441928267478943,0.9286531209945679,0.4772492051124573,0.8731707334518433,0.6142457127571106,0.4791299104690552,0.8382062315940857,0.06851081550121307,0.7974609136581421,0.21234175562858582,0.07973384857177734,0.9812057018280029,0.15588246285915375,0.9273783564567566,0.9702083468437195,0.880574643611908,0.053368061780929565,0.7347525954246521,0.5245747566223145
2,0.2847605347633362,0.5821178555488586,0.07975359261035919,0.3478024899959564,0.12936817109584808,0.02432931587100029,0.9561744332313538,0.6573514938354492,0.8686938285827637,0.9397324919700623,0.9327280521392822,0.5514922142028809,0.8759582042694092,0.6211211681365967,0.4681694209575653,0.9099649786949158,0.174198716878891,0.7556512355804443,0.03286271542310715,0.059392575174570084,0.9975165128707886,0.23887212574481964,1.0,0.9514992833137512,0.8324757218360901,0.06732136756181717,0.3331415355205536,0.5325723886489868
3,0.2117941975593567,0.26662927865982056,0.211863175034523,0.33363309502601624,0.03505127504467964,0.01732342131435871,0.9552818536758423,0.7501164078712463,0.8645473122596741,0.9298908710479736,0.9315842390060425,0.7894156575202942,0.8717769980430603,0.6262868642807007,0.33514007925987244,0.01892349123954773,0.3475392162799835,0.8613666296005249,0.1127309799194336,0.06818415224552155,0.8486053347587585,0.6791597008705139,1.0,0.5002517700195312,0.9610491991043091,0.2049275040626526,0.7128883600234985,0.5222092866897583
4,0.2531135678291321,0.27678951621055603,0.24652010202407837,0.45576590299606323,0.03337880223989487,0.01625397615134716,0.9549431204795837,0.7654938697814941,0.894444465637207,0.9334737658500671,0.9363740086555481,0.806026041507721,0.8975609540939331,0.6446942687034607,0.29092031717300415,0.0686134546995163,0.3025335669517517,0.7627118825912476,0.02982235699892044,0.047283023595809937,0.9445124864578247,0.5727095603942871,0.9531435370445251,0.4901115298271179,0.9367495775222778,0.3989050090312958,0.9246259927749634,0.5164269804954529
5,0.32394421100616455,0.2886161208152771,0.23135945200920105,0.7413937449455261,0.03440751135349274,0.01582988165318966,0.9585665464401245,0.7682272791862488,0.9055172204971313,0.927662193775177,0.9427366256713867,0.8114039897918701,0.9149825572967529,0.6521881222724915,0.49512428045272827,0.8908808827400208,0.16475754976272583,0.893451452255249,0.0314071848988533,0.05307188630104065,0.9833472371101379,0.5829378962516785,0.9384443163871765,0.500089168548584,0.928459107875824,0.43422678112983704,0.9649021625518799,0.5264145731925964
6,0.32779937982559204,0.2870766520500183,0.2502764165401459,0.7404834628105164,0.03336099162697792,0.014985459856688976,0.9589747190475464,0.7784003019332886,0.9100968241691589,0.9258020520210266,0.9441664218902588,0.8209617733955383,0.9170731902122498,0.6645203828811646,0.5194910764694214,0.8793257474899292,0.33472511172294617,0.83461993932724,0.02929348684847355,0.06961607187986374,0.9861551523208618,0.6493930220603943,0.9513081312179565,0.4774973392486572,0.911234974861145,0.3888453245162964,0.753164529800415,0.5043367147445679
7,0.3530382812023163,0.2861698269844055,0.2403920590877533,0.8513686060905457,0.03422267735004425,0.014747572131454945,0.9611924886703491,0.7818853259086609,0.9126213788986206,0.9243613481521606,0.9473119974136353,0.8215608596801758,0.9170731902122498,0.6726326942443848,0.5202337503433228,0.7676304578781128,0.4007270634174347,0.8864769339561462,0.02610056661069393,0.08140300214290619,0.9709831476211548,0.6020370721817017,0.9276967644691467,0.12321054190397263,0.9303173422813416,0.571035623550415,0.9154199957847595,0.5299816131591797
8,0.3029661178588867,0.23485080897808075,0.2559005916118622,0.6865633726119995,0.034549664705991745,0.014217146672308445,0.9634729623794556,0.7877547740936279,0.9314205646514893,0.9251468777656555,0.9503860473632812,0.8282322287559509,0.9275261163711548,0.6816180944442749,0.473969966173172,0.7420992851257324,0.30522823333740234,0.8232044577598572,0.025347881019115448,0.09146387875080109,0.9089000225067139,0.6025168299674988,0.9985228776931763,0.4149163067340851,0.9590480327606201,0.39956945180892944,0.7779056429862976,0.5332857966423035
9,0.3461313545703888,0.23185716569423676,0.2619732916355133,0.8566910028457642,0.03400392830371857,0.013925183564424515,0.9660906791687012,0.7910300493240356,0.9368863701820374,0.9226521849632263,0.9552473425865173,0.8303834199905396,0.9310104250907898,0.6869293451309204,0.5336076617240906,0.8821315169334412,0.47856590151786804,0.7496386170387268,0.024094661697745323,0.07383756339550018,0.9807707071304321,0.5867674946784973,0.9679582715034485,0.21613863110542297,0.9258862137794495,0.5146642327308655,0.7474108338356018,0.5371531844139099
