timestamp,smartMeter,vacuum cleaner,microwave,kettle,computer
2023-05-06 00:00:00,9.329,0.0,0.0,0.0,0.0
2023-05-06 00:00:01,9.029,0.0,0.0,0.0,0.0
2023-05-06 00:00:02,9.199,0.0,0.0,0.0,0.0
2023-05-06 00:00:03,9.071,0.0,0.0,0.0,0.0
2023-05-06 00:00:04,9.271,0.0,0.0,0.0,0.0
2023-05-06 00:00:05,9.057,0.0,0.0,0.0,0.0
2023-05-06 00:00:06,9.129,0.0,0.0,0.0,0.0
2023-05-06 00:00:07,9.217,0.0,0.0,0.0,0.0
2023-05-06 00:00:08,9.271,0.0,0.0,0.0,0.0
2023-05-06 00:00:09,8.929,0.0,0.0,0.0,0.0
2023-05-06 00:00:10,9.167,0.0,0.0,0.0,0.0
2023-05-06 00:00:11,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:00:12,9.263,0.0,0.0,0.0,0.0
2023-05-06 00:00:13,9.1,0.0,0.0,0.0,0.0
2023-05-06 00:00:14,8.986,0.0,0.0,0.0,0.0
2023-05-06 00:00:15,9.117,0.0,0.0,0.0,0.0
2023-05-06 00:00:16,9.257,0.0,0.0,0.0,0.0
2023-05-06 00:00:17,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:00:18,9.157,0.0,0.0,0.0,0.0
2023-05-06 00:00:19,9.217,0.0,0.0,0.0,0.0
2023-05-06 00:00:20,9.157,0.0,0.0,0.0,0.0
2023-05-06 00:00:21,9.143,0.0,0.0,0.0,0.0
2023-05-06 00:00:22,9.017,0.0,0.0,0.0,0.0
2023-05-06 00:00:23,9.129,0.0,0.0,0.0,0.0
2023-05-06 00:00:24,9.288,0.0,0.0,0.0,0.0
2023-05-06 00:00:25,9.267,0.0,0.0,0.0,0.0
2023-05-06 00:00:26,9.167,0.0,0.0,0.0,0.0
2023-05-06 00:00:27,8.933,0.0,0.0,0.0,0.0
2023-05-06 00:00:28,9.233,0.0,0.0,0.0,0.0
2023-05-06 00:00:29,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:00:30,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:00:31,9.233,0.0,0.0,0.0,0.0
2023-05-06 00:00:32,8.948,0.0,0.0,0.0,0.0
2023-05-06 00:00:33,9.133,0.0,0.0,0.0,0.0
2023-05-06 00:00:34,9.443,0.0,0.0,0.0,0.0
2023-05-06 00:00:35,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:00:36,9.271,0.0,0.0,0.0,0.0
2023-05-06 00:00:37,9.04,0.0,0.0,0.0,0.0
2023-05-06 00:00:38,8.95,0.0,0.0,0.0,0.0
2023-05-06 00:00:39,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:00:40,9.357,0.0,0.0,0.0,0.0
2023-05-06 00:00:41,9.217,0.0,0.0,0.0,0.0
2023-05-06 00:00:42,9.267,0.0,0.0,0.0,0.0
2023-05-06 00:00:43,9.171,0.0,0.0,0.0,0.0
2023-05-06 00:00:44,8.943,0.0,0.0,0.0,0.0
2023-05-06 00:00:45,8.99,0.0,0.0,0.0,0.0
2023-05-06 00:00:46,9.243,0.0,0.0,0.0,0.0
2023-05-06 00:00:47,9.38,0.0,0.0,0.0,0.0
2023-05-06 00:00:48,8.962,0.0,0.0,0.0,0.0
2023-05-06 00:00:49,8.962,0.0,0.0,0.0,0.0
2023-05-06 00:00:50,9.207,0.0,0.0,0.0,0.0
2023-05-06 00:00:51,9.35,0.0,0.0,0.0,0.0
2023-05-06 00:00:52,9.357,0.0,0.0,0.0,0.0
2023-05-06 00:00:53,9.167,0.0,0.0,0.0,0.0
2023-05-06 00:00:54,9.231,0.0,0.0,0.0,0.0
2023-05-06 00:00:55,9.326,0.0,0.0,0.0,0.0
2023-05-06 00:00:56,9.233,0.0,0.0,0.0,0.0
2023-05-06 00:00:57,9.16,0.0,0.0,0.0,0.0
2023-05-06 00:00:58,9.124,0.0,0.0,0.0,0.0
2023-05-06 00:00:59,9.0,0.0,0.0,0.0,0.0
2023-05-06 00:01:00,9.229,0.0,0.0,0.0,0.0
2023-05-06 00:01:01,9.286,0.0,0.0,0.0,0.0
2023-05-06 00:01:02,9.15,0.0,0.0,0.0,0.0
2023-05-06 00:01:03,8.957,0.0,0.0,0.0,0.0
2023-05-06 00:01:04,9.186,0.0,0.0,0.0,0.0
2023-05-06 00:01:05,9.267,0.0,0.0,0.0,0.0
2023-05-06 00:01:06,9.217,0.0,0.0,0.0,0.0
2023-05-06 00:01:07,9.314,0.0,0.0,0.0,0.0
2023-05-06 00:01:08,8.993,0.0,0.0,0.0,0.0
2023-05-06 00:01:09,9.0,0.0,0.0,0.0,0.0
2023-05-06 00:01:10,9.114,0.0,0.0,0.0,0.0
2023-05-06 00:01:11,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:01:12,9.229,0.0,0.0,0.0,0.0
2023-05-06 00:01:13,9.195,0.0,0.0,0.0,0.0
2023-05-06 00:01:14,9.186,0.0,0.0,0.0,0.0
2023-05-06 00:01:15,9.381,0.0,0.0,0.0,0.0
2023-05-06 00:01:16,9.433,0.0,0.0,0.0,0.0
2023-05-06 00:01:17,9.233,0.0,0.0,0.0,0.0
2023-05-06 00:01:18,9.157,0.0,0.0,0.0,0.0
2023-05-06 00:01:19,8.85,0.0,0.0,0.0,0.0
2023-05-06 00:01:20,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:01:21,9.823,0.0,0.0,0.0,0.0
2023-05-06 00:01:22,9.7,0.0,0.0,0.0,0.0
2023-05-06 00:01:23,9.243,0.0,0.0,0.0,0.0
2023-05-06 00:01:24,9.093,0.0,0.0,0.0,0.0
2023-05-06 00:01:25,9.029,0.0,0.0,0.0,0.0
2023-05-06 00:01:26,9.05,0.0,0.0,0.0,0.0
2023-05-06 00:01:27,9.243,0.0,0.0,0.0,0.0
2023-05-06 00:01:28,9.214,0.0,0.0,0.0,0.0
2023-05-06 00:01:29,9.195,0.0,0.0,0.0,0.0
2023-05-06 00:01:30,8.9,0.0,0.0,0.0,0.0
2023-05-06 00:01:31,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:01:32,9.252,0.0,0.0,0.0,0.0
2023-05-06 00:01:33,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:01:34,9.1,0.0,0.0,0.0,0.0
2023-05-06 00:01:35,8.9,0.0,0.0,0.0,0.0
2023-05-06 00:01:36,8.888,0.0,0.0,0.0,0.0
2023-05-06 00:01:37,9.143,0.0,0.0,0.0,0.0
2023-05-06 00:01:38,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:01:39,9.229,0.0,0.0,0.0,0.0
2023-05-06 00:01:40,9.1,0.0,0.0,0.0,0.0
2023-05-06 00:01:41,8.933,0.0,0.0,0.0,0.0
2023-05-06 00:01:42,8.986,0.0,0.0,0.0,0.0
2023-05-06 00:01:43,9.217,0.0,0.0,0.0,0.0
2023-05-06 00:01:44,9.233,0.0,0.0,0.0,0.0
2023-05-06 00:01:45,9.15,0.0,0.0,0.0,0.0
2023-05-06 00:01:46,8.988,0.0,0.0,0.0,0.0
2023-05-06 00:01:47,9.076,0.0,0.0,0.0,0.0
2023-05-06 00:01:48,9.243,0.0,0.0,0.0,0.0
2023-05-06 00:01:49,9.357,0.0,0.0,0.0,0.0
2023-05-06 00:01:50,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:01:51,8.9,0.0,0.0,0.0,0.0
2023-05-06 00:01:52,9.321,0.0,0.0,0.0,0.0
2023-05-06 00:01:53,9.831,0.0,0.0,0.0,0.0
2023-05-06 00:01:54,9.757,0.0,0.0,0.0,0.0
2023-05-06 00:01:55,9.186,0.0,0.0,0.0,0.0
2023-05-06 00:01:56,9.283,0.0,0.0,0.0,0.0
2023-05-06 00:01:57,9.564,0.0,0.0,0.0,0.0
2023-05-06 00:01:58,9.507,0.0,0.0,0.0,0.0
2023-05-06 00:01:59,9.121,0.0,0.0,0.0,0.0
2023-05-06 00:02:00,9.005,0.0,0.0,0.0,0.0
2023-05-06 00:02:01,8.895,0.0,0.0,0.0,0.0
2023-05-06 00:02:02,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:02:03,9.303,0.0,0.0,0.0,0.0
2023-05-06 00:02:04,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:02:05,8.914,0.0,0.0,0.0,0.0
2023-05-06 00:02:06,8.855,0.0,0.0,0.0,0.0
2023-05-06 00:02:07,9.224,0.0,0.0,0.0,0.0
2023-05-06 00:02:08,9.343,0.0,0.0,0.0,0.0
2023-05-06 00:02:09,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:10,9.143,0.0,0.0,0.0,0.0
2023-05-06 00:02:11,8.833,0.0,0.0,0.0,0.0
2023-05-06 00:02:12,9.057,0.0,0.0,0.0,0.0
2023-05-06 00:02:13,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:14,9.283,0.0,0.0,0.0,0.0
2023-05-06 00:02:15,9.243,0.0,0.0,0.0,0.0
2023-05-06 00:02:16,9.071,0.0,0.0,0.0,0.0
2023-05-06 00:02:17,8.871,0.0,0.0,0.0,0.0
2023-05-06 00:02:18,9.143,0.0,0.0,0.0,0.0
2023-05-06 00:02:19,9.257,0.0,0.0,0.0,0.0
2023-05-06 00:02:20,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:21,9.124,0.0,0.0,0.0,0.0
2023-05-06 00:02:22,8.871,0.0,0.0,0.0,0.0
2023-05-06 00:02:23,9.083,0.0,0.0,0.0,0.0
2023-05-06 00:02:24,9.414,0.0,0.0,0.0,0.0
2023-05-06 00:02:25,9.117,0.0,0.0,0.0,0.0
2023-05-06 00:02:26,8.986,0.0,0.0,0.0,0.0
2023-05-06 00:02:27,8.75,0.0,0.0,0.0,0.0
2023-05-06 00:02:28,9.086,0.0,0.0,0.0,0.0
2023-05-06 00:02:29,9.188,0.0,0.0,0.0,0.0
2023-05-06 00:02:30,9.157,0.0,0.0,0.0,0.0
2023-05-06 00:02:31,9.114,0.0,0.0,0.0,0.0
2023-05-06 00:02:32,8.867,0.0,0.0,0.0,0.0
2023-05-06 00:02:33,9.188,0.0,0.0,0.0,0.0
2023-05-06 00:02:34,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:02:35,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:36,8.983,0.0,0.0,0.0,0.0
2023-05-06 00:02:37,8.879,0.0,0.0,0.0,0.0
2023-05-06 00:02:38,9.286,0.0,0.0,0.0,0.0
2023-05-06 00:02:39,9.214,0.0,0.0,0.0,0.0
2023-05-06 00:02:40,9.214,0.0,0.0,0.0,0.0
2023-05-06 00:02:41,9.157,0.0,0.0,0.0,0.0
2023-05-06 00:02:42,9.243,0.0,0.0,0.0,0.0
2023-05-06 00:02:43,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:44,8.971,0.0,0.0,0.0,0.0
2023-05-06 00:02:45,8.9,0.0,0.0,0.0,0.0
2023-05-06 00:02:46,9.186,0.0,0.0,0.0,0.0
2023-05-06 00:02:47,9.286,0.0,0.0,0.0,0.0
2023-05-06 00:02:48,9.279,0.0,0.0,0.0,0.0
2023-05-06 00:02:49,9.086,0.0,0.0,0.0,0.0
2023-05-06 00:02:50,8.81,0.0,0.0,0.0,0.0
2023-05-06 00:02:51,9.086,0.0,0.0,0.0,0.0
2023-05-06 00:02:52,9.164,0.0,0.0,0.0,0.0
2023-05-06 00:02:53,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:54,9.386,0.0,0.0,0.0,0.0
2023-05-06 00:02:55,9.2,0.0,0.0,0.0,0.0
2023-05-06 00:02:56,9.229,0.0,0.0,0.0,0.0
2023-05-06 00:02:57,9.337,0.0,0.0,0.0,0.0
2023-05-06 00:02:58,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:02:59,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:03:00,9.014,0.0,0.0,0.0,0.0
2023-05-06 00:03:01,9.0,0.0,0.0,0.0,0.0
2023-05-06 00:03:02,9.257,0.0,0.0,0.0,0.0
2023-05-06 00:03:03,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:03:04,9.619,0.0,0.0,0.0,0.0
2023-05-06 00:03:05,9.633,0.0,0.0,0.0,0.0
2023-05-06 00:03:06,8.89,0.0,0.0,0.0,0.0
2023-05-06 00:03:07,9.233,0.0,0.0,0.0,0.0
2023-05-06 00:03:08,9.229,0.0,0.0,0.0,0.0
2023-05-06 00:03:09,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:03:10,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:03:11,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:03:12,9.271,0.0,0.0,0.0,0.0
2023-05-06 00:03:13,9.14,0.0,0.0,0.0,0.0
2023-05-06 00:03:14,9.169,0.0,0.0,0.0,0.0
2023-05-06 00:03:15,8.943,0.0,0.0,0.0,0.0
2023-05-06 00:03:16,9.06,0.0,0.0,0.0,0.0
2023-05-06 00:03:17,9.431,0.0,0.0,0.0,0.0
2023-05-06 00:03:18,9.25,0.0,0.0,0.0,0.0
2023-05-06 00:03:19,9.029,0.0,0.0,0.0,0.0
2023-05-06 00:03:20,8.743,0.0,0.0,0.0,0.0
2023-05-06 00:03:21,9.071,0.0,0.0,0.0,0.0
2023-05-06 00:03:22,9.286,0.0,0.0,0.0,0.0
2023-05-06 00:03:23,9.3,0.0,0.0,0.0,0.0
2023-05-06 00:03:24,9.221,0.0,0.0,0.0,0.0
2023-05-06 00:03:25,8.898,0.0,0.0,0.0,0.0
2023-05-06 00:03:26,9.214,0.0,0.0,0.0,0.0
2023-05-06 00:03:27,9.15,0.0,0.0,0.0,0.0
2023-05-06 00:03:28,9.312,0.0,0.0,0.0,0.0
2023-05-06 00:03:29,9.15,0.0,0.0,0.0,0.0
2023-05-06 00:03:30,9.029,0.0,0.0,0.0,0.0
2023-05-06 00:03:31,9.129,0.0,0.0,0.0,0.0
2023-05-06 00:03:32,9.171,0.0,0.0,0.0,0.0
2023-05-06 00:03:33,9.15,0.0,0.0,0.0,0.0
2023-05-06 00:03:34,8.971,0.0,0.0,0.0,0.0
2023-05-06 00:03:35,8.8,0.0,0.0,0.0,0.0
2023-05-06 00:03:36,9.107,0.0,0.0,0.0,0.0
