epoch,accuracy,loss,precision,recall
0,0.9941601157188416,0.029096079990267754,0.9623050093650818,0.6061681509017944
1,0.9948838949203491,0.02751404047012329,0.9821552038192749,0.6459243297576904
2,0.9948877096176147,0.026841478422284126,0.983229398727417,0.6453784704208374
3,0.9950657486915588,0.027114233002066612,0.983159065246582,0.658569872379303
4,0.9950670599937439,0.026250647380948067,0.9835508465766907,0.6582059860229492
5,0.9951306581497192,0.02462604083120823,0.9841849207878113,0.6623908281326294
6,0.9951319098472595,0.023839935660362244,0.9787546992301941,0.6663937568664551
7,0.995177686214447,0.030706055462360382,0.9744400382041931,0.6728529930114746
8,0.9953240156173706,0.023693792521953583,0.9768078327178955,0.6820414662361145
9,0.99541175365448,0.022512216120958328,0.9775019288063049,0.6877729296684265
