name,start_time,end_time
"kettle",2023-04-19 10:06:51,2023-04-19 10:07:34
"computer",2023-04-19 10:48:56,2023-04-19 11:43:15
"coffee machine",2023-04-19 14:44:48,2023-04-19 14:49:47
"microwave",2023-04-19 20:16:07,2023-04-19 20:16:27
"coffee machine",2023-04-19 22:00:26,2023-04-19 22:05:19
"computer",2023-04-19 22:10:00,2023-04-19 22:15:04
