epoch,loss,precision_coffee machine,precision_computer,precision_kettle,precision_microwave,precision_vacuum cleaner,recall_coffee machine,recall_computer,recall_kettle,recall_microwave,recall_vacuum cleaner,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_microwave,val_precision_vacuum cleaner,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_microwave,val_recall_vacuum cleaner
0,0.027558831498026848,0.8105625510215759,0.57908034324646,0.7805429697036743,0.929222047328949,0.20588235557079315,0.6309204697608948,0.3119853138923645,0.6000000238418579,0.5661389827728271,0.032407406717538834,0.054593246430158615,0.9039031863212585,0.1597164273262024,0.9162561297416687,0.9924326539039612,0.9824561476707458,0.6532762050628662,0.03816261515021324,0.7994269132614136,0.5048352479934692,0.039243169128894806
1,0.02534821256995201,0.8261146545410156,0.6131514310836792,0.8762475252151489,0.9470159411430359,0.5277777910232544,0.6954423785209656,0.35792553424835205,0.7634782791137695,0.5788755416870117,0.08796296268701553,0.058061983436346054,0.9063386917114258,0.10830499976873398,0.9509953856468201,0.9939289093017578,0.0,0.6841635704040527,0.029626676812767982,0.889684796333313,0.5379776358604431,0.0
2,0.023425206542015076,0.8290753960609436,0.6349757313728333,0.875239908695221,0.9529812932014465,0.40909090638160706,0.7308310866355896,0.40478459000587463,0.7930434942245483,0.5845159888267517,0.0416666679084301,0.053983334451913834,0.747954785823822,0.14303380250930786,0.9411764740943909,0.9952443242073059,1.0,0.6855918765068054,0.034575529396533966,0.06876790523529053,0.5698056817054749,0.001401541638188064
3,0.023536503314971924,0.8248755931854248,0.6303831338882446,0.8840000033378601,0.948854386806488,0.3658536672592163,0.7408400177955627,0.39750221371650696,0.7686956524848938,0.5839701890945435,0.0694444477558136,0.07571731507778168,0.41151249408721924,0.1631578952074051,0.9609856009483337,1.0,0.0,0.6854133009910583,0.05045170709490776,0.670487105846405,0.39648860692977905,0.0
4,0.023271597921848297,0.8267190456390381,0.6330631971359253,0.9154929518699646,0.9544844031333923,0.4833333194255829,0.7521001100540161,0.39341863989830017,0.791304349899292,0.5818777084350586,0.13425925374031067,0.06038464605808258,0.8661754131317139,0.25069838762283325,0.9528301954269409,0.9723256826400757,0.0,0.6505981087684631,0.08047694712877274,0.14469914138317108,0.5145995616912842,0.0
5,0.023259064182639122,0.8237375020980835,0.6318801045417786,0.8893280625343323,0.9529290199279785,0.4583333432674408,0.7492403984069824,0.3758252263069153,0.782608687877655,0.5875182151794434,0.1527777761220932,0.07506672292947769,0.816763699054718,0.1866455078125,0.9620253443717957,0.9998078346252441,0.0,0.7011247873306274,0.05078384652733803,0.10888252407312393,0.4884987473487854,0.0
6,0.02317867800593376,0.8188664317131042,0.6369748115539551,0.9147608876228333,0.9521629810333252,0.44594594836235046,0.7385165095329285,0.38691893219947815,0.7652173638343811,0.5866994261741638,0.1527777761220932,0.06064380332827568,0.9136601686477661,0.25774437189102173,1.0,1.0,0.0,0.5290126800537109,0.08539258688688278,0.5472779273986816,0.47159892320632935,0.0
7,0.023284679278731346,0.8306741118431091,0.6400526762008667,0.8777555227279663,0.9550162553787231,0.44086021184921265,0.7444146275520325,0.3805553615093231,0.7617391347885132,0.5871542692184448,0.18981482088565826,0.10664693266153336,0.9031859636306763,0.06585853546857834,0.9672897458076477,0.9998215436935425,0.0,0.6529191136360168,0.017503652721643448,0.296561598777771,0.5260539054870605,0.0
8,0.023639380931854248,0.8224243521690369,0.6331021785736084,0.8714285492897034,0.9547337293624878,0.4166666567325592,0.7433422803878784,0.37592729926109314,0.7426086664199829,0.5871542692184448,0.18518517911434174,0.07715822011232376,0.04059040546417236,0.15550699830055237,0.9032257795333862,1.0,0.0,0.0019639350939542055,0.08037731051445007,0.04011461138725281,0.000938878976739943,0.0
9,0.024402160197496414,0.8187180757522583,0.648910403251648,0.873210608959198,0.9508026242256165,0.151162788271904,0.7442359328269958,0.32831960916519165,0.7426086664199829,0.5819687247276306,0.06018518656492233,0.07812440395355225,0.7033812403678894,0.1485317200422287,0.8636363744735718,1.0,0.0,0.620246410369873,0.03763119503855705,0.027220631018280983,0.433010995388031,0.0
