name,start_time,end_time
"kettle",2023-04-03 09:48:41,2023-04-03 09:49:04
"computer",2023-04-03 11:23:54,2023-04-03 11:36:11
"coffee machine",2023-04-03 14:37:20,2023-04-03 14:45:29
"microwave",2023-04-03 20:32:20,2023-04-03 20:32:53
"coffee machine",2023-04-03 22:04:41,2023-04-03 22:09:34
"computer",2023-04-03 22:10:00,2023-04-03 22:57:38
