timestamp,smartMeter,kettle,microwave,coffee machine,computer
2023-05-26 00:00:00,21.8,0.0,0.0,0.0,0.0
2023-05-26 00:00:01,21.61,0.0,0.0,0.0,0.0
2023-05-26 00:00:02,22.214,0.0,0.0,0.0,0.0
2023-05-26 00:00:03,21.629,0.0,0.0,0.0,0.0
2023-05-26 00:00:04,21.333,0.0,0.0,0.0,0.0
2023-05-26 00:00:05,21.35,0.0,0.0,0.0,0.0
2023-05-26 00:00:06,21.361,0.0,0.0,0.0,0.0
2023-05-26 00:00:07,21.143,0.0,0.0,0.0,0.0
2023-05-26 00:00:08,21.152,0.0,0.0,0.0,0.0
2023-05-26 00:00:09,21.471,0.0,0.0,0.0,0.0
2023-05-26 00:00:10,21.614,0.0,0.0,0.0,0.0
2023-05-26 00:00:11,20.929,0.0,0.0,0.0,0.0
2023-05-26 00:00:12,21.471,0.0,0.0,0.0,0.0
2023-05-26 00:00:13,21.567,0.0,0.0,0.0,0.0
2023-05-26 00:00:14,21.364,0.0,0.0,0.0,0.0
2023-05-26 00:00:15,21.879,0.0,0.0,0.0,0.0
2023-05-26 00:00:16,22.2,0.0,0.0,0.0,0.0
2023-05-26 00:00:17,21.464,0.0,0.0,0.0,0.0
2023-05-26 00:00:18,21.643,0.0,0.0,0.0,0.0
2023-05-26 00:00:19,21.34,0.0,0.0,0.0,0.0
2023-05-26 00:00:20,21.723,0.0,0.0,0.0,0.0
2023-05-26 00:00:21,21.107,0.0,0.0,0.0,0.0
2023-05-26 00:00:22,21.271,0.0,0.0,0.0,0.0
2023-05-26 00:00:23,21.483,0.0,0.0,0.0,0.0
2023-05-26 00:00:24,21.186,0.0,0.0,0.0,0.0
2023-05-26 00:00:25,20.943,0.0,0.0,0.0,0.0
2023-05-26 00:00:26,21.075,0.0,0.0,0.0,0.0
2023-05-26 00:00:27,21.557,0.0,0.0,0.0,0.0
2023-05-26 00:00:28,21.543,0.0,0.0,0.0,0.0
2023-05-26 00:00:29,21.117,0.0,0.0,0.0,0.0
2023-05-26 00:00:30,21.172,0.0,0.0,0.0,0.0
2023-05-26 00:00:31,21.046,0.0,0.0,0.0,0.0
2023-05-26 00:00:32,21.829,0.0,0.0,0.0,0.0
2023-05-26 00:00:33,21.952,0.0,0.0,0.0,0.0
2023-05-26 00:00:34,21.471,0.0,0.0,0.0,0.0
2023-05-26 00:00:35,21.281,0.0,0.0,0.0,0.0
2023-05-26 00:00:36,21.3,0.0,0.0,0.0,0.0
2023-05-26 00:00:37,21.44,0.0,0.0,0.0,0.0
2023-05-26 00:00:38,21.571,0.0,0.0,0.0,0.0
2023-05-26 00:00:39,21.05,0.0,0.0,0.0,0.0
2023-05-26 00:00:40,21.143,0.0,0.0,0.0,0.0
2023-05-26 00:00:41,20.331,0.0,0.0,0.0,0.0
2023-05-26 00:00:42,21.183,0.0,0.0,0.0,0.0
2023-05-26 00:00:43,21.579,0.0,0.0,0.0,0.0
2023-05-26 00:00:44,21.575,0.0,0.0,0.0,0.0
2023-05-26 00:00:45,21.4,0.0,0.0,0.0,0.0
2023-05-26 00:00:46,21.157,0.0,0.0,0.0,0.0
2023-05-26 00:00:47,20.786,0.0,0.0,0.0,0.0
2023-05-26 00:00:48,21.357,0.0,0.0,0.0,0.0
2023-05-26 00:00:49,21.267,0.0,0.0,0.0,0.0
2023-05-26 00:00:50,21.333,0.0,0.0,0.0,0.0
2023-05-26 00:00:51,21.186,0.0,0.0,0.0,0.0
2023-05-26 00:00:52,21.1,0.0,0.0,0.0,0.0
2023-05-26 00:00:53,20.943,0.0,0.0,0.0,0.0
2023-05-26 00:00:54,20.577,0.0,0.0,0.0,0.0
2023-05-26 00:00:55,21.26,0.0,0.0,0.0,0.0
2023-05-26 00:00:56,21.433,0.0,0.0,0.0,0.0
2023-05-26 00:00:57,21.271,0.0,0.0,0.0,0.0
2023-05-26 00:00:58,21.219,0.0,0.0,0.0,0.0
2023-05-26 00:00:59,20.157,0.0,0.0,0.0,0.0
2023-05-26 00:01:00,21.157,0.0,0.0,0.0,0.0
2023-05-26 00:01:01,21.295,0.0,0.0,0.0,0.0
2023-05-26 00:01:02,21.29,0.0,0.0,0.0,0.0
2023-05-26 00:01:03,21.323,0.0,0.0,0.0,0.0
2023-05-26 00:01:04,21.55,0.0,0.0,0.0,0.0
2023-05-26 00:01:05,21.329,0.0,0.0,0.0,0.0
2023-05-26 00:01:06,20.714,0.0,0.0,0.0,0.0
2023-05-26 00:01:07,21.35,0.0,0.0,0.0,0.0
2023-05-26 00:01:08,21.429,0.0,0.0,0.0,0.0
2023-05-26 00:01:09,21.223,0.0,0.0,0.0,0.0
2023-05-26 00:01:10,21.386,0.0,0.0,0.0,0.0
2023-05-26 00:01:11,21.021,0.0,0.0,0.0,0.0
2023-05-26 00:01:12,21.386,0.0,0.0,0.0,0.0
2023-05-26 00:01:13,21.4,0.0,0.0,0.0,0.0
2023-05-26 00:01:14,20.864,0.0,0.0,0.0,0.0
2023-05-26 00:01:15,21.15,0.0,0.0,0.0,0.0
2023-05-26 00:01:16,21.15,0.0,0.0,0.0,0.0
2023-05-26 00:01:17,21.331,0.0,0.0,0.0,0.0
2023-05-26 00:01:18,21.4,0.0,0.0,0.0,0.0
2023-05-26 00:01:19,21.129,0.0,0.0,0.0,0.0
2023-05-26 00:01:20,20.714,0.0,0.0,0.0,0.0
2023-05-26 00:01:21,21.257,0.0,0.0,0.0,0.0
2023-05-26 00:01:22,21.329,0.0,0.0,0.0,0.0
2023-05-26 00:01:23,21.0,0.0,0.0,0.0,0.0
2023-05-26 00:01:24,21.643,0.0,0.0,0.0,0.0
2023-05-26 00:01:25,21.707,0.0,0.0,0.0,0.0
2023-05-26 00:01:26,21.414,0.0,0.0,0.0,0.0
2023-05-26 00:01:27,21.186,0.0,0.0,0.0,0.0
2023-05-26 00:01:28,21.029,0.0,0.0,0.0,0.0
2023-05-26 00:01:29,21.55,0.0,0.0,0.0,0.0
2023-05-26 00:01:30,20.871,0.0,0.0,0.0,0.0
2023-05-26 00:01:31,20.767,0.0,0.0,0.0,0.0
2023-05-26 00:01:32,21.193,0.0,0.0,0.0,0.0
2023-05-26 00:01:33,21.086,0.0,0.0,0.0,0.0
2023-05-26 00:01:34,21.157,0.0,0.0,0.0,0.0
2023-05-26 00:01:35,21.086,0.0,0.0,0.0,0.0
2023-05-26 00:01:36,21.207,0.0,0.0,0.0,0.0
2023-05-26 00:01:37,20.917,0.0,0.0,0.0,0.0
2023-05-26 00:01:38,20.707,0.0,0.0,0.0,0.0
2023-05-26 00:01:39,21.543,0.0,0.0,0.0,0.0
2023-05-26 00:01:40,21.477,0.0,0.0,0.0,0.0
2023-05-26 00:01:41,20.45,0.0,0.0,0.0,0.0
2023-05-26 00:01:42,21.171,0.0,0.0,0.0,0.0
2023-05-26 00:01:43,21.252,0.0,0.0,0.0,0.0
2023-05-26 00:01:44,20.7,0.0,0.0,0.0,0.0
2023-05-26 00:01:45,21.0,0.0,0.0,0.0,0.0
2023-05-26 00:01:46,21.293,0.0,0.0,0.0,0.0
2023-05-26 00:01:47,21.143,0.0,0.0,0.0,0.0
2023-05-26 00:01:48,21.139,0.0,0.0,0.0,0.0
2023-05-26 00:01:49,21.067,0.0,0.0,0.0,0.0
2023-05-26 00:01:50,21.179,0.0,0.0,0.0,0.0
2023-05-26 00:01:51,21.013,0.0,0.0,0.0,0.0
2023-05-26 00:01:52,21.257,0.0,0.0,0.0,0.0
2023-05-26 00:01:53,21.343,0.0,0.0,0.0,0.0
2023-05-26 00:01:54,20.871,0.0,0.0,0.0,0.0
2023-05-26 00:01:55,21.11,0.0,0.0,0.0,0.0
2023-05-26 00:01:56,21.379,0.0,0.0,0.0,0.0
2023-05-26 00:01:57,21.0,0.0,0.0,0.0,0.0
2023-05-26 00:01:58,21.064,0.0,0.0,0.0,0.0
2023-05-26 00:01:59,21.05,0.0,0.0,0.0,0.0
2023-05-26 00:02:00,20.6,0.0,0.0,0.0,0.0
2023-05-26 00:02:01,21.243,0.0,0.0,0.0,0.0
2023-05-26 00:02:02,21.443,0.0,0.0,0.0,0.0
2023-05-26 00:02:03,21.2,0.0,0.0,0.0,0.0
2023-05-26 00:02:04,21.36,0.0,0.0,0.0,0.0
2023-05-26 00:02:05,21.062,0.0,0.0,0.0,0.0
2023-05-26 00:02:06,21.289,0.0,0.0,0.0,0.0
2023-05-26 00:02:07,21.014,0.0,0.0,0.0,0.0
2023-05-26 00:02:08,21.438,0.0,0.0,0.0,0.0
2023-05-26 00:02:09,20.993,0.0,0.0,0.0,0.0
2023-05-26 00:02:10,21.514,0.0,0.0,0.0,0.0
2023-05-26 00:02:11,21.467,0.0,0.0,0.0,0.0
2023-05-26 00:02:12,21.314,0.0,0.0,0.0,0.0
2023-05-26 00:02:13,21.186,0.0,0.0,0.0,0.0
2023-05-26 00:02:14,21.238,0.0,0.0,0.0,0.0
2023-05-26 00:02:15,21.221,0.0,0.0,0.0,0.0
2023-05-26 00:02:16,21.286,0.0,0.0,0.0,0.0
2023-05-26 00:02:17,21.5,0.0,0.0,0.0,0.0
2023-05-26 00:02:18,21.686,0.0,0.0,0.0,0.0
2023-05-26 00:02:19,21.469,0.0,0.0,0.0,0.0
2023-05-26 00:02:20,21.216,0.0,0.0,0.0,0.0
2023-05-26 00:02:21,21.945,0.0,0.0,0.0,0.0
2023-05-26 00:02:22,21.852,0.0,0.0,0.0,0.0
2023-05-26 00:02:23,20.96,0.0,0.0,0.0,0.0
2023-05-26 00:02:24,20.929,0.0,0.0,0.0,0.0
2023-05-26 00:02:25,21.543,0.0,0.0,0.0,0.0
2023-05-26 00:02:26,21.269,0.0,0.0,0.0,0.0
2023-05-26 00:02:27,21.355,0.0,0.0,0.0,0.0
2023-05-26 00:02:28,21.05,0.0,0.0,0.0,0.0
2023-05-26 00:02:29,21.023,0.0,0.0,0.0,0.0
2023-05-26 00:02:30,21.957,0.0,0.0,0.0,0.0
2023-05-26 00:02:31,21.752,0.0,0.0,0.0,0.0
2023-05-26 00:02:32,20.679,0.0,0.0,0.0,0.0
2023-05-26 00:02:33,19.323,0.0,0.0,0.0,0.0
2023-05-26 00:02:34,19.5,0.0,0.0,0.0,0.0
2023-05-26 00:02:35,19.119,0.0,0.0,0.0,0.0
2023-05-26 00:02:36,19.0,0.0,0.0,0.0,0.0
2023-05-26 00:02:37,18.967,0.0,0.0,0.0,0.0
2023-05-26 00:02:38,18.443,0.0,0.0,0.0,0.0
2023-05-26 00:02:39,18.983,0.0,0.0,0.0,0.0
2023-05-26 00:02:40,18.766,0.0,0.0,0.0,0.0
2023-05-26 00:02:41,18.679,0.0,0.0,0.0,0.0
2023-05-26 00:02:42,19.386,0.0,0.0,0.0,0.0
2023-05-26 00:02:43,18.729,0.0,0.0,0.0,0.0
2023-05-26 00:02:44,18.95,0.0,0.0,0.0,0.0
