timestamp,smartMeter,computer,vacuum cleaner,microwave,kettle
2023-05-27 00:00:00,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:01,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:02,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:03,300.157,28.6,0.0,0.0,0.0
2023-05-27 00:00:04,300.288,28.6,0.0,0.0,0.0
2023-05-27 00:00:05,300.143,28.6,0.0,0.0,0.0
2023-05-27 00:00:06,300.025,28.6,0.0,0.0,0.0
2023-05-27 00:00:07,300.117,28.6,0.0,0.0,0.0
2023-05-27 00:00:08,300.3,28.6,0.0,0.0,0.0
2023-05-27 00:00:09,300.3,28.6,0.0,0.0,0.0
2023-05-27 00:00:10,300.186,28.6,0.0,0.0,0.0
2023-05-27 00:00:11,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:12,300.075,28.6,0.0,0.0,0.0
2023-05-27 00:00:13,300.067,28.6,0.0,0.0,0.0
2023-05-27 00:00:14,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:15,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:16,300.15,28.6,0.0,0.0,0.0
2023-05-27 00:00:17,300.162,28.6,0.0,0.0,0.0
2023-05-27 00:00:18,300.129,28.6,0.0,0.0,0.0
2023-05-27 00:00:19,300.267,28.6,0.0,0.0,0.0
2023-05-27 00:00:20,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:21,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:22,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:23,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:24,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:25,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:26,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:27,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:28,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:29,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:30,300.086,28.6,0.0,0.0,0.0
2023-05-27 00:00:31,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:00:32,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:00:33,300.086,28.6,0.0,0.0,0.0
2023-05-27 00:00:34,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:35,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:36,300.05,28.6,0.0,0.0,0.0
2023-05-27 00:00:37,300.086,28.6,0.0,0.0,0.0
2023-05-27 00:00:38,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:39,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:40,300.15,28.6,0.0,0.0,0.0
2023-05-27 00:00:41,300.117,28.6,0.0,0.0,0.0
2023-05-27 00:00:42,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:43,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:44,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:45,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:46,300.043,28.6,0.0,0.0,0.0
2023-05-27 00:00:47,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:00:48,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:00:49,300.3,28.6,0.0,0.0,0.0
2023-05-27 00:00:50,300.175,28.6,0.0,0.0,0.0
2023-05-27 00:00:51,300.033,28.6,0.0,0.0,0.0
2023-05-27 00:00:52,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:00:53,300.071,28.6,0.0,0.0,0.0
2023-05-27 00:00:54,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:00:55,300.05,28.6,0.0,0.0,0.0
2023-05-27 00:00:56,300.129,28.6,0.0,0.0,0.0
2023-05-27 00:00:57,300.229,28.6,0.0,0.0,0.0
2023-05-27 00:00:58,300.4,28.6,0.0,0.0,0.0
2023-05-27 00:00:59,300.4,28.6,0.0,0.0,0.0
2023-05-27 00:01:00,300.4,28.6,0.0,0.0,0.0
2023-05-27 00:01:01,300.4,28.6,0.0,0.0,0.0
2023-05-27 00:01:02,300.343,28.6,0.0,0.0,0.0
2023-05-27 00:01:03,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:01:04,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:05,300.15,28.6,0.0,0.0,0.0
2023-05-27 00:01:06,300.4,28.6,0.0,0.0,0.0
2023-05-27 00:01:07,300.143,28.6,0.0,0.0,0.0
2023-05-27 00:01:08,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:09,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:10,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:11,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:12,300.112,28.6,0.0,0.0,0.0
2023-05-27 00:01:13,300.133,28.6,0.0,0.0,0.0
2023-05-27 00:01:14,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:15,300.057,28.6,0.0,0.0,0.0
2023-05-27 00:01:16,300.0,28.6,0.0,0.0,0.0
2023-05-27 00:01:17,300.086,28.6,0.0,0.0,0.0
2023-05-27 00:01:18,300.229,28.6,0.0,0.0,0.0
2023-05-27 00:01:19,300.171,28.6,0.0,0.0,0.0
2023-05-27 00:01:20,300.057,28.6,0.0,0.0,0.0
2023-05-27 00:01:21,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:22,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:23,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:24,300.1,28.6,0.0,0.0,0.0
2023-05-27 00:01:25,300.057,28.6,0.0,0.0,0.0
2023-05-27 00:01:26,300.086,28.6,0.0,0.0,0.0
2023-05-27 00:01:27,300.014,28.6,0.0,0.0,0.0
2023-05-27 00:01:28,300.1,28.6,0.0,0.0,0.0
