epoch,loss,precision_coffee machine,precision_computer,precision_kettle,precision_lamp,precision_microwave,precision_printer,precision_radio,precision_television,recall_coffee machine,recall_computer,recall_kettle,recall_lamp,recall_microwave,recall_printer,recall_radio,recall_television,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_lamp,val_precision_microwave,val_precision_printer,val_precision_radio,val_precision_television,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_lamp,val_recall_microwave,val_recall_printer,val_recall_radio,val_recall_television
0,0.00581806804984808,0.9331103563308716,0.8584905862808228,0.9777777791023254,0.0,0.9738371968269348,0.0,0.0,0.0,0.8746081590652466,0.8004397749900818,0.9166666865348816,0.0,0.7938388586044312,0.0,0.0,0.0,0.09907104074954987,0.8624160885810852,0.6381083130836487,0.8392857313156128,0.0,0.6395061612129211,0.0,0.0,0.0,0.4185667634010315,0.15239809453487396,0.9215686321258545,0.0,0.6122931241989136,0.0,0.0,0.0
1,0.004431528504937887,0.9470198750495911,0.8794454336166382,0.97826087474823,0.0,0.9700748324394226,0.0,0.0,0.0,0.8965517282485962,0.8020890355110168,0.9375,0.0,0.921800971031189,0.0,0.0,0.0,0.0871894359588623,0.9423868060112,0.48893165588378906,1.0,0.0,0.5958667993545532,0.0,0.0,0.0,0.37296417355537415,0.33262398838996887,0.8627451062202454,0.0,0.6134752035140991,0.0,0.0,0.0
2,0.003937767818570137,0.9456868767738342,0.8821089863777161,0.9375,0.0,0.9889435172080994,0.0,0.0,0.0,0.9278996586799622,0.8185816407203674,0.9375,0.0,0.9537914395332336,0.0,0.0,0.0,0.43035855889320374,0.8776978254318237,0.46588101983070374,0.9767441749572754,0.0,0.627994954586029,0.0,0.0,0.0,0.3973941504955292,0.40121132135391235,0.8235294222831726,0.0,0.588652491569519,0.0,0.0,0.0
3,0.003993328660726547,0.9585987329483032,0.8777318596839905,0.957446813583374,0.0,0.977886974811554,0.0,0.0,0.0,0.9435736536979675,0.8169323801994324,0.9375,0.0,0.9431279897689819,0.0,0.0,0.0,0.08780588954687119,0.8977272510528564,0.41739621758461,0.9545454382896423,0.0,0.582263708114624,0.0,0.0,0.0,0.25732898712158203,0.24193812906742096,0.8235294222831726,0.0,0.5898345112800598,0.0,0.0,0.0
4,0.003891624743118882,0.956250011920929,0.8851039409637451,1.0,0.0,0.9788557291030884,0.0,0.0,0.0,0.9592476487159729,0.8427707552909851,0.9791666865348816,0.0,0.9324644804000854,0.0,0.0,0.0,0.17665620148181915,0.8322368264198303,0.265502005815506,1.0,0.0,0.6272264719009399,0.0,0.0,0.0,0.41205212473869324,0.4030119478702545,0.7647058963775635,0.0,0.5827423334121704,0.0,0.0,0.0
5,0.004151048604398966,0.9649681448936462,0.8926291465759277,0.914893627166748,0.0,0.9775000214576721,0.0,0.0,0.0,0.9498432874679565,0.8455195426940918,0.8958333134651184,0.0,0.9265402555465698,0.0,0.0,0.0,0.12114743888378143,0.9399141669273376,0.3413570523262024,0.7719298005104065,0.0,0.5730088353157043,0.0,0.0,0.0,0.3566775321960449,0.32034704089164734,0.8627451062202454,0.0,0.6122931241989136,0.0,0.0,0.0
6,0.00334774237126112,0.9747633934020996,0.9118329286575317,0.957446813583374,0.0,0.9852216839790344,0.0,0.0,0.0,0.9686520099639893,0.8642110824584961,0.9375,0.0,0.9478672742843628,0.0,0.0,0.0,0.315360426902771,0.9122137427330017,0.3509722650051117,0.734375,0.0,0.5654627680778503,0.0,0.0,0.0,0.38925081491470337,0.3604517877101898,0.9215686321258545,0.0,0.5921986103057861,0.0,0.0,0.0
7,0.003640546230599284,0.9716981053352356,0.9127399921417236,0.95652174949646,0.0,0.9803439974784851,0.0,0.0,0.0,0.9686520099639893,0.862561821937561,0.9166666865348816,0.0,0.9454976320266724,0.0,0.0,0.0,0.1454581916332245,0.9333333373069763,0.3649314045906067,0.6233766078948975,0.0,0.6124694347381592,0.0,0.0,0.0,0.34201955795288086,0.3396627902984619,0.9411764740943909,0.0,0.5921986103057861,0.0,0.0,0.0
8,0.0035360304173082113,0.9811912178993225,0.919838547706604,0.9375,0.0,0.9798234701156616,0.0,0.0,0.0,0.9811912178993225,0.8768554329872131,0.9375,0.0,0.920616090297699,0.0,0.0,0.0,0.11198597401380539,0.9276018142700195,0.5036072134971619,0.8600000143051147,0.0,0.7784615159034729,0.0,0.0,0.0,0.33387622237205505,0.4113602936267853,0.843137264251709,0.0,0.5981087684631348,0.0,0.0,0.0
9,0.0043371086940169334,0.9746835231781006,0.9092505574226379,0.936170220375061,0.0,0.9852941036224365,0.0,0.0,0.0,0.9655172228813171,0.8537657856941223,0.9166666865348816,0.0,0.8732227683067322,0.0,0.0,0.0,0.12637421488761902,0.8730158805847168,0.5469571948051453,0.7796609997749329,0.0,0.6033452749252319,0.0,0.0,0.0,0.3583061993122101,0.35750532150268555,0.9019607901573181,0.0,0.5969266891479492,0.0,0.0,0.0
