epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9994907379150391,0.03906163573265076,0.1006944477558136,0.10720887035131454,0.9981449246406555,0.11365561187267303,0.0,0.0
1,0.9994434118270874,0.07118820399045944,0.1111111119389534,0.1460258811712265,0.9981449246406555,0.08571750670671463,0.0,0.0
2,0.9992989301681519,0.15093189477920532,0.049515608698129654,0.08502772450447083,0.9981449246406555,0.3551504611968994,0.0,0.0
3,0.9993497729301453,0.17918914556503296,0.09814612567424774,0.1663585901260376,0.9981449246406555,0.6645193696022034,0.0,0.0
4,0.9993563890457153,0.14273667335510254,0.09507829695940018,0.15711645781993866,0.9981449246406555,0.5021244883537292,0.0,0.0
5,0.9994169473648071,0.15949849784374237,0.12608158588409424,0.18853974342346191,0.9981449246406555,0.5743973255157471,0.0,0.0
6,0.9992790818214417,0.22403594851493835,0.04469854384660721,0.07948244363069534,0.9981449246406555,0.1455366611480713,0.0,0.0
7,0.9991900324821472,0.44366851449012756,0.020966270938515663,0.04251386225223541,0.9981449246406555,2.2937848567962646,0.0,0.0
8,0.9992358088493347,0.4091208577156067,0.03304178640246391,0.0628465786576271,0.9981449246406555,0.933294415473938,0.0,0.0
9,0.9994480013847351,0.5661260485649109,0.17070217430591583,0.26062846183776855,0.9981449246406555,2.6190340518951416,0.0,0.0
10,0.9993640184402466,0.45912081003189087,0.10123734176158905,0.1663585901260376,0.9981449246406555,0.8659610748291016,0.0,0.0
11,0.9993986487388611,0.5289012789726257,0.14428412914276123,0.24029575288295746,0.9981449246406555,3.3694264888763428,0.0,0.0
12,0.9993360638618469,0.6900840997695923,0.11257606744766235,0.20517559349536896,0.9981449246406555,2.6635735034942627,0.0,0.0
13,0.999305009841919,0.9275148510932922,0.09834469109773636,0.1866913139820099,0.9981449246406555,9.90863037109375,0.0,0.0
14,0.9993345141410828,0.4954392910003662,0.07995618879795074,0.13493530452251434,0.9981449246406555,0.4963838458061218,0.0,0.0
15,0.9993772506713867,0.4576095640659332,0.10151691734790802,0.16081330180168152,0.9981449246406555,1.4123409986495972,0.0,0.0
16,0.999305009841919,0.6152573823928833,0.07342296093702316,0.1312384456396103,0.9981449246406555,7.569936275482178,0.0,0.0
17,0.9993264079093933,1.1834840774536133,0.0917622521519661,0.16266173124313354,0.9981449246406555,0.7315610647201538,0.0,0.0
18,0.9994775056838989,0.6356428861618042,0.20933014154434204,0.32347503304481506,0.9981449246406555,24.949859619140625,0.0,0.0
19,0.9994744062423706,0.76433265209198,0.20714285969734192,0.32162660360336304,0.9981449246406555,4.007906913757324,0.0,0.0
20,0.999446451663971,0.6315975785255432,0.18885096907615662,0.3068391978740692,0.9981449246406555,3.622565746307373,0.0,0.0
21,0.9994749426841736,0.7159722447395325,0.21311475336551666,0.33641403913497925,0.9981449246406555,13.46249008178711,0.0,0.0
22,0.9995212554931641,0.7451481223106384,0.23076923191547394,0.31608134508132935,0.9981449246406555,10.684852600097656,0.0,0.0
23,0.999514639377594,1.1132060289382935,0.25,0.3807763457298279,0.9981449246406555,78.50790405273438,0.0,0.0
24,0.9996876120567322,0.950486421585083,0.4482758641242981,0.5767098069190979,0.9981709718704224,2.5080738067626953,0.8571428656578064,0.01682557538151741
25,0.9997395277023315,0.486664742231369,0.5199999809265137,0.6968576908111572,0.9981449246406555,16.770370483398438,0.0,0.0
26,0.9997150897979736,0.7728302478790283,0.48714479804039,0.6654343605041504,0.9981449246406555,5.4784159660339355,0.0,0.0
27,0.9997375011444092,0.6254991888999939,0.5180055499076843,0.6913123726844788,0.9981449246406555,4.055438041687012,0.0,0.0
28,0.9997028708457947,0.636532187461853,0.4727272689342499,0.6728280782699585,0.9981449246406555,11.619769096374512,0.0,0.0
29,0.999717116355896,0.6076791286468506,0.4908616244792938,0.6950092315673828,0.9981714487075806,3.109294891357422,1.0,0.014301738701760769
30,0.9997430443763733,0.5433767437934875,0.5273264646530151,0.6598891019821167,0.9981449246406555,25.10124969482422,0.0,0.0
31,0.999724268913269,0.7229863405227661,0.5,0.6062846779823303,0.9981449246406555,21.609060287475586,0.0,0.0
32,0.9997883439064026,0.5097553730010986,0.598437488079071,0.7079482674598694,0.9981449246406555,9.136033058166504,0.0,0.0
33,0.9998005628585815,0.6897041201591492,0.6157407164573669,0.737523078918457,0.9981449246406555,14.329557418823242,0.0,0.0
34,0.9998250007629395,0.3529776334762573,0.6495468020439148,0.7948244214057922,0.9981449246406555,5.495859622955322,0.0,0.0
35,0.9998204112052917,0.7978924512863159,0.6350574493408203,0.8170055747032166,0.9981439113616943,3.9150655269622803,0.0,0.0
36,0.9998382329940796,0.3630366623401642,0.6666666865348816,0.8243992328643799,0.9981308579444885,2.239901065826416,0.0,0.0
37,0.999828040599823,0.32347989082336426,0.6504424810409546,0.8151571154594421,0.9981449246406555,29.073715209960938,0.0,0.0
38,0.9998290538787842,0.4551313817501068,0.6560605764389038,0.8003696799278259,0.9981714487075806,9.501076698303223,0.9180327653884888,0.015703869983553886
39,0.9998051524162292,0.362996906042099,0.6172106862068176,0.7689464092254639,0.998347818851471,10.949175834655762,0.9620853066444397,0.11385305970907211
40,0.9998559951782227,0.31385496258735657,0.7092084288597107,0.8114602565765381,0.9981449246406555,3.7794034481048584,0.0,0.0
41,0.99982088804245,0.38958463072776794,0.6429651975631714,0.7855822443962097,0.9981449246406555,8.48182487487793,0.0,0.0
42,0.999846339225769,0.30930811166763306,0.691082775592804,0.8022181391716003,0.9981657266616821,2.648888349533081,1.0,0.01121705025434494
43,0.9997923970222473,0.2727329432964325,0.5959885120391846,0.7689464092254639,0.9980086088180542,1.248892068862915,0.0,0.0
44,0.9997120499610901,0.5149736404418945,0.4846547245979309,0.7005545496940613,0.9981449246406555,7.25947380065918,0.0,0.0
45,0.9997155666351318,0.5968502163887024,0.4884038269519806,0.6617375016212463,0.9981449246406555,7.10250997543335,0.0,0.0
46,0.9996169209480286,0.892623782157898,0.3725961446762085,0.5730129480361938,0.9981449246406555,5.923632621765137,0.0,0.0
47,0.9996804594993591,0.4350782036781311,0.440443217754364,0.5878003835678101,0.9981449246406555,2.3185813426971436,0.0,0.0
48,0.9996234774589539,1.4295570850372314,0.37761378288269043,0.5674676299095154,0.9981449246406555,19.120635986328125,0.0,0.0
49,0.9997736215591431,0.32384833693504333,0.5708029270172119,0.7227357029914856,0.9979826211929321,3.317471981048584,0.0,0.0
