epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8893544673919678,2.236992699183923e+16,0.8898807764053345,0.8863430023193359,0.8640820384025574,2.320000887868621e+16,0.865090012550354,0.854644238948822
1,0.9057335257530212,1.6976450942926848e+16,0.9061790704727173,0.9025915265083313,0.8699778318405151,1.2386480596975616e+16,0.8710542917251587,0.8605507016181946
2,0.8716173768043518,3.369159178059776e+16,0.8721430897712708,0.8686758875846863,0.8767016530036926,5.236787481516442e+16,0.8767016530036926,0.866129994392395
3,0.8721307516098022,2.7073169584029696e+16,0.8724930286407471,0.8690387606620789,0.8791527152061462,6.468050237574349e+16,0.8791858553886414,0.8685842156410217
4,0.8824980854988098,2.5874811431419904e+16,0.8833261728286743,0.8798435926437378,0.823954164981842,8.707602093021594e+16,0.828753650188446,0.8186652064323425
5,0.8804279565811157,2.615536513764557e+16,0.8814381957054138,0.8779630661010742,0.8821172118186951,1.3255250904979866e+17,0.8832102417945862,0.8725600838661194
6,0.8969229459762573,2.947359029854208e+16,0.8972872495651245,0.8937497138977051,0.8590308427810669,8.568756967256883e+16,0.8614321947097778,0.8510446548461914
7,0.882166862487793,3.061000643280896e+16,0.8833096027374268,0.8798271417617798,0.8523566722869873,5.89339263280087e+16,0.854523777961731,0.8442055583000183
8,0.8864562511444092,2.9702033166565376e+16,0.8871499300003052,0.8836376667022705,0.8489781618118286,1.3665219062530048e+16,0.8502434492111206,0.8399351835250854
9,0.8781921863555908,2.6274133868281856e+16,0.8794819712638855,0.8760000467300415,0.8712364435195923,8.626788847373517e+16,0.8738986253738403,0.863332211971283
