name,start_time,end_time
"kettle",2022-12-29 09:42:18,2022-12-29 09:43:31
"computer",2022-12-29 10:43:53,2022-12-29 11:16:23
"coffee machine",2022-12-29 15:07:31,2022-12-29 15:16:39
"microwave",2022-12-29 20:53:27,2022-12-29 22:11:52
"coffee machine",2022-12-29 22:08:18,2022-12-29 22:12:19
"computer",2022-12-29 22:10:00,2022-12-29 22:14:30
