epoch,loss,precision_coffee machine,precision_computer,precision_kettle,precision_lamp,precision_microwave,precision_printer,precision_radio,precision_television,recall_coffee machine,recall_computer,recall_kettle,recall_lamp,recall_microwave,recall_printer,recall_radio,recall_television,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_lamp,val_precision_microwave,val_precision_printer,val_precision_radio,val_precision_television,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_lamp,val_recall_microwave,val_recall_printer,val_recall_radio,val_recall_television
0,0.0038096958305686712,0.9811912178993225,0.8701594471931458,1.0,0.0,0.9770253896713257,0.0,0.0,0.0,0.9811912178993225,0.8400219678878784,0.9791666865348816,0.0,0.9573459625244141,0.0,0.0,0.0,0.1509283035993576,0.9145299196243286,0.6024981737136841,0.957446813583374,0.0,0.5052732229232788,0.0,0.0,0.0,0.3485341966152191,0.268456369638443,0.8823529481887817,0.0,0.6229314208030701,0.0,0.0,0.0
1,0.0038711498491466045,0.9905660152435303,0.8896591663360596,1.0,0.0,0.9794079661369324,0.0,0.0,0.0,0.9874607920646667,0.8466190099716187,0.9791666865348816,0.0,0.9016587734222412,0.0,0.0,0.0,0.1551193743944168,0.8527131676673889,0.5773904919624329,1.0,0.0,0.6971649527549744,0.0,0.0,0.0,0.3583061993122101,0.41217875480651855,0.843137264251709,0.0,0.63947993516922,0.0,0.0,0.0
2,0.004476317670196295,0.9781249761581421,0.8996559381484985,0.97826087474823,0.0,0.9561643600463867,0.0,0.0,0.0,0.9811912178993225,0.862561821937561,0.9375,0.0,0.8270142078399658,0.0,0.0,0.0,0.3553391098976135,0.7972350120544434,0.39231055974960327,1.0,0.0,0.5758697390556335,0.0,0.0,0.0,0.28175896406173706,0.3440825045108795,0.8823529481887817,0.0,0.9196217656135559,0.0,0.0,0.0
3,0.0033574746921658516,0.9811320900917053,0.89552241563797,1.0,0.0,0.97555011510849,0.0,0.0,0.0,0.9780564308166504,0.8576140999794006,0.9791666865348816,0.0,0.9454976320266724,0.0,0.0,0.0,0.13861499726772308,0.8912134170532227,0.5112600326538086,0.97826087474823,0.0,0.6592040061950684,0.0,0.0,0.0,0.34690552949905396,0.3121623694896698,0.8823529481887817,0.0,0.6264775395393372,0.0,0.0,0.0
4,0.0034067234955728054,0.981249988079071,0.9003984332084656,1.0,0.0,0.9801489114761353,0.0,0.0,0.0,0.9843260049819946,0.8697086572647095,0.9791666865348816,0.0,0.9360189437866211,0.0,0.0,0.0,0.13061849772930145,0.928205132484436,0.7222784757614136,0.8653846383094788,0.0,0.534167468547821,0.0,0.0,0.0,0.29478827118873596,0.4670158922672272,0.8823529481887817,0.0,0.6560283899307251,0.0,0.0,0.0
5,0.00367336836643517,0.9843260049819946,0.9046793580055237,0.9791666865348816,0.0,0.9903030395507812,0.0,0.0,0.0,0.9843260049819946,0.860912561416626,0.9791666865348816,0.0,0.9680094718933105,0.0,0.0,0.0,0.3587709069252014,0.9187816977500916,0.331528902053833,1.0,0.0,0.6095778942108154,0.0,0.0,0.0,0.29478827118873596,0.41103291511535645,0.843137264251709,0.0,0.8877068758010864,0.0,0.0,0.0
6,0.005029577296227217,0.9810126423835754,0.828009843826294,0.97826087474823,0.0,0.9913899302482605,0.0,0.0,0.0,0.9717868566513062,0.7410665154457092,0.9375,0.0,0.9549763202667236,0.0,0.0,0.0,0.08927915245294571,0.88671875,0.4587574601173401,1.0,0.0,0.6272189617156982,0.0,0.0,0.0,0.3697068393230438,0.2139466404914856,0.8627451062202454,0.0,0.6264775395393372,0.0,0.0,0.0
7,0.004051018040627241,0.9811912178993225,0.879858672618866,0.9791666865348816,0.0,0.9826302528381348,0.0,0.0,0.0,0.9811912178993225,0.8213304281234741,0.9791666865348816,0.0,0.9383886456489563,0.0,0.0,0.0,0.08410561829805374,0.8600823283195496,0.5053842663764954,1.0,0.0,0.7014530897140503,0.0,0.0,0.0,0.3403908908367157,0.33802586793899536,0.8627451062202454,0.0,0.6276595592498779,0.0,0.0,0.0
8,0.004671032540500164,0.9747633934020996,0.8768242597579956,1.0,0.0,0.9808219075202942,0.0,0.0,0.0,0.9686520099639893,0.8257284164428711,0.9791666865348816,0.0,0.8483412265777588,0.0,0.0,0.0,0.12545089423656464,0.8897637724876404,0.5866875648498535,0.9777777791023254,0.0,0.6670902371406555,0.0,0.0,0.0,0.36807817220687866,0.6131936311721802,0.8627451062202454,0.0,0.6205673813819885,0.0,0.0,0.0
9,0.0034397949930280447,0.9841269850730896,0.8880639672279358,0.978723406791687,0.0,0.9878493547439575,0.0,0.0,0.0,0.9717868566513062,0.854865312576294,0.9583333134651184,0.0,0.9632701277732849,0.0,0.0,0.0,0.23069462180137634,0.8503937125205994,0.3006827235221863,1.0,0.0,0.6475609540939331,0.0,0.0,0.0,0.35179153084754944,0.35324931144714355,0.8235294222831726,0.0,0.6276595592498779,0.0,0.0,0.0
