name,start_time,end_time
"kettle",2022-12-14 10:10:28,2022-12-14 10:10:44
"computer",2022-12-14 10:42:33,2022-12-14 23:00:36
"coffee machine",2022-12-14 14:38:01,2022-12-14 14:42:22
"microwave",2022-12-14 20:54:36,2022-12-14 21:51:04
"coffee machine",2022-12-14 21:59:21,2022-12-14 22:03:22
"computer",2022-12-14 22:10:00,2022-12-14 00:23:17
