timestamp,smartMeter,microwave,kettle,computer
2023-02-12 00:00:00,251.743,0.0,0.0,0.0
2023-02-12 00:00:01,251.88,0.0,0.0,0.0
2023-02-12 00:00:02,252.129,0.0,0.0,0.0
2023-02-12 00:00:03,251.843,0.0,0.0,0.0
2023-02-12 00:00:04,251.829,0.0,0.0,0.0
2023-02-12 00:00:05,251.76,0.0,0.0,0.0
2023-02-12 00:00:06,251.816,0.0,0.0,0.0
2023-02-12 00:00:07,251.671,0.0,0.0,0.0
2023-02-12 00:00:08,251.786,0.0,0.0,0.0
2023-02-12 00:00:09,251.871,0.0,0.0,0.0
2023-02-12 00:00:10,251.807,0.0,0.0,0.0
2023-02-12 00:00:11,251.8,0.0,0.0,0.0
2023-02-12 00:00:12,252.014,0.0,0.0,0.0
2023-02-12 00:00:13,251.95,0.0,0.0,0.0
2023-02-12 00:00:14,252.2,0.0,0.0,0.0
2023-02-12 00:00:15,252.033,0.0,0.0,0.0
2023-02-12 00:00:16,252.219,0.0,0.0,0.0
2023-02-12 00:00:17,252.269,0.0,0.0,0.0
2023-02-12 00:00:18,252.2,0.0,0.0,0.0
2023-02-12 00:00:19,252.221,0.0,0.0,0.0
2023-02-12 00:00:20,252.071,0.0,0.0,0.0
2023-02-12 00:00:21,251.48,0.0,0.0,0.0
2023-02-12 00:00:22,251.98,0.0,0.0,0.0
2023-02-12 00:00:23,251.683,0.0,0.0,0.0
2023-02-12 00:00:24,251.871,0.0,0.0,0.0
2023-02-12 00:00:25,251.883,0.0,0.0,0.0
2023-02-12 00:00:26,251.533,0.0,0.0,0.0
2023-02-12 00:00:27,251.813,0.0,0.0,0.0
2023-02-12 00:00:28,251.881,0.0,0.0,0.0
2023-02-12 00:00:29,251.567,0.0,0.0,0.0
2023-02-12 00:00:30,251.629,0.0,0.0,0.0
2023-02-12 00:00:31,251.91,0.0,0.0,0.0
2023-02-12 00:00:32,252.014,0.0,0.0,0.0
2023-02-12 00:00:33,251.986,0.0,0.0,0.0
2023-02-12 00:00:34,251.943,0.0,0.0,0.0
2023-02-12 00:00:35,251.817,0.0,0.0,0.0
2023-02-12 00:00:36,251.536,0.0,0.0,0.0
2023-02-12 00:00:37,251.8,0.0,0.0,0.0
2023-02-12 00:00:38,251.84,0.0,0.0,0.0
2023-02-12 00:00:39,251.7,0.0,0.0,0.0
2023-02-12 00:00:40,251.762,0.0,0.0,0.0
2023-02-12 00:00:41,251.776,0.0,0.0,0.0
2023-02-12 00:00:42,251.783,0.0,0.0,0.0
2023-02-12 00:00:43,251.786,0.0,0.0,0.0
2023-02-12 00:00:44,251.917,0.0,0.0,0.0
2023-02-12 00:00:45,251.893,0.0,0.0,0.0
