timestamp,smartMeter,microwave,kettle,computer
2022-12-11 00:00:00,102.767,0.0,0.0,0.0
2022-12-11 00:00:01,102.7,0.0,0.0,0.0
2022-12-11 00:00:02,102.729,0.0,0.0,0.0
2022-12-11 00:00:03,102.79,0.0,0.0,0.0
2022-12-11 00:00:04,102.817,0.0,0.0,0.0
2022-12-11 00:00:05,102.81,0.0,0.0,0.0
2022-12-11 00:00:06,102.767,0.0,0.0,0.0
2022-12-11 00:00:07,102.8,0.0,0.0,0.0
2022-12-11 00:00:08,102.729,0.0,0.0,0.0
2022-12-11 00:00:09,102.8,0.0,0.0,0.0
2022-12-11 00:00:10,102.743,0.0,0.0,0.0
2022-12-11 00:00:11,102.8,0.0,0.0,0.0
2022-12-11 00:00:12,102.689,0.0,0.0,0.0
2022-12-11 00:00:13,102.75,0.0,0.0,0.0
2022-12-11 00:00:14,102.8,0.0,0.0,0.0
2022-12-11 00:00:15,102.8,0.0,0.0,0.0
2022-12-11 00:00:16,102.85,0.0,0.0,0.0
2022-12-11 00:00:17,102.848,0.0,0.0,0.0
2022-12-11 00:00:18,102.75,0.0,0.0,0.0
2022-12-11 00:00:19,102.7,0.0,0.0,0.0
2022-12-11 00:00:20,102.743,0.0,0.0,0.0
2022-12-11 00:00:21,102.743,0.0,0.0,0.0
2022-12-11 00:00:22,102.8,0.0,0.0,0.0
2022-12-11 00:00:23,102.8,0.0,0.0,0.0
2022-12-11 00:00:24,103.143,0.0,0.0,0.0
2022-12-11 00:00:25,102.807,0.0,0.0,0.0
2022-12-11 00:00:26,102.8,0.0,0.0,0.0
2022-12-11 00:00:27,102.717,0.0,0.0,0.0
2022-12-11 00:00:28,102.775,0.0,0.0,0.0
2022-12-11 00:00:29,102.886,0.0,0.0,0.0
2022-12-11 00:00:30,102.657,0.0,0.0,0.0
2022-12-11 00:00:31,102.65,0.0,0.0,0.0
2022-12-11 00:00:32,102.731,0.0,0.0,0.0
2022-12-11 00:00:33,102.8,0.0,0.0,0.0
2022-12-11 00:00:34,102.757,0.0,0.0,0.0
2022-12-11 00:00:35,102.783,0.0,0.0,0.0
2022-12-11 00:00:36,102.75,0.0,0.0,0.0
2022-12-11 00:00:37,102.686,0.0,0.0,0.0
2022-12-11 00:00:38,102.7,0.0,0.0,0.0
2022-12-11 00:00:39,102.673,0.0,0.0,0.0
2022-12-11 00:00:40,102.85,0.0,0.0,0.0
2022-12-11 00:00:41,102.683,0.0,0.0,0.0
2022-12-11 00:00:42,102.712,0.0,0.0,0.0
2022-12-11 00:00:43,102.786,0.0,0.0,0.0
2022-12-11 00:00:44,102.7,0.0,0.0,0.0
2022-12-11 00:00:45,102.786,0.0,0.0,0.0
