name,start_time,end_time
"kettle",2023-05-16 10:21:47,2023-05-16 10:22:13
"computer",2023-05-16 11:12:02,2023-05-16 11:20:58
"coffee machine",2023-05-16 14:41:48,2023-05-16 14:48:47
"microwave",2023-05-16 21:31:48,2023-05-16 21:36:10
"coffee machine",2023-05-16 22:05:36,2023-05-16 22:20:30
"computer",2023-05-16 22:10:00,2023-05-16 22:44:38
