name,start_time,end_time
"kettle",2023-01-03 09:56:19,2023-01-03 09:56:36
"computer",2023-01-03 11:00:57,2023-01-03 11:08:24
"coffee machine",2023-01-03 14:37:43,2023-01-03 14:44:42
"microwave",2023-01-03 21:12:01,2023-01-03 22:30:26
"coffee machine",2023-01-03 21:52:34,2023-01-03 22:07:28
"computer",2023-01-03 22:10:00,2023-01-03 22:49:12
