name,start_time,end_time
"kettle",2022-12-21 09:32:12,2022-12-21 09:34:18
"computer",2022-12-21 10:53:10,2022-12-21 11:31:15
"coffee machine",2022-12-21 14:51:40,2022-12-21 14:55:57
"microwave",2022-12-21 20:16:04,2022-12-21 20:16:23
"coffee machine",2022-12-21 21:53:54,2022-12-21 21:58:47
"computer",2022-12-21 22:10:00,2022-12-21 22:28:49
