name,start_time,end_time
"kettle",2023-02-27 09:55:11,2023-02-27 09:55:49
"computer",2023-02-27 10:33:17,2023-02-27 11:04:42
"coffee machine",2023-02-27 15:03:23,2023-02-27 15:26:43
"microwave",2023-02-27 20:57:05,2023-02-27 20:57:38
"coffee machine",2023-02-27 21:55:48,2023-02-27 21:59:22
"computer",2023-02-27 22:10:00,2023-02-27 22:14:04
