timestamp,smartMeter,kettle,microwave,coffee machine,computer
2022-12-30 00:00:00,2.7,0.0,0.0,0.0,0.0
2022-12-30 00:00:01,2.626,0.0,0.0,0.0,0.0
2022-12-30 00:00:02,2.543,0.0,0.0,0.0,0.0
2022-12-30 00:00:03,2.757,0.0,0.0,0.0,0.0
2022-12-30 00:00:04,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:05,2.433,0.0,0.0,0.0,0.0
2022-12-30 00:00:06,2.457,0.0,0.0,0.0,0.0
2022-12-30 00:00:07,2.483,0.0,0.0,0.0,0.0
2022-12-30 00:00:08,2.371,0.0,0.0,0.0,0.0
2022-12-30 00:00:09,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:00:10,2.32,0.0,0.0,0.0,0.0
2022-12-30 00:00:11,2.363,0.0,0.0,0.0,0.0
2022-12-30 00:00:12,2.863,0.0,0.0,0.0,0.0
2022-12-30 00:00:13,2.939,0.0,0.0,0.0,0.0
2022-12-30 00:00:14,2.786,0.0,0.0,0.0,0.0
2022-12-30 00:00:15,2.6,0.0,0.0,0.0,0.0
2022-12-30 00:00:16,3.029,0.0,0.0,0.0,0.0
2022-12-30 00:00:17,2.8,0.0,0.0,0.0,0.0
2022-12-30 00:00:18,2.857,0.0,0.0,0.0,0.0
2022-12-30 00:00:19,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:00:20,2.45,0.0,0.0,0.0,0.0
2022-12-30 00:00:21,2.45,0.0,0.0,0.0,0.0
2022-12-30 00:00:22,2.42,0.0,0.0,0.0,0.0
2022-12-30 00:00:23,2.414,0.0,0.0,0.0,0.0
2022-12-30 00:00:24,2.486,0.0,0.0,0.0,0.0
2022-12-30 00:00:25,2.343,0.0,0.0,0.0,0.0
2022-12-30 00:00:26,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:00:27,2.433,0.0,0.0,0.0,0.0
2022-12-30 00:00:28,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:00:29,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:30,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:31,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:00:32,2.514,0.0,0.0,0.0,0.0
2022-12-30 00:00:33,2.733,0.0,0.0,0.0,0.0
2022-12-30 00:00:34,2.467,0.0,0.0,0.0,0.0
2022-12-30 00:00:35,2.424,0.0,0.0,0.0,0.0
2022-12-30 00:00:36,2.414,0.0,0.0,0.0,0.0
2022-12-30 00:00:37,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:00:38,2.367,0.0,0.0,0.0,0.0
2022-12-30 00:00:39,2.386,0.0,0.0,0.0,0.0
2022-12-30 00:00:40,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:00:41,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:42,2.376,0.0,0.0,0.0,0.0
2022-12-30 00:00:43,2.433,0.0,0.0,0.0,0.0
2022-12-30 00:00:44,2.433,0.0,0.0,0.0,0.0
2022-12-30 00:00:45,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:46,2.457,0.0,0.0,0.0,0.0
2022-12-30 00:00:47,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:48,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:00:49,2.45,0.0,0.0,0.0,0.0
2022-12-30 00:00:50,2.467,0.0,0.0,0.0,0.0
2022-12-30 00:00:51,2.348,0.0,0.0,0.0,0.0
2022-12-30 00:00:52,2.457,0.0,0.0,0.0,0.0
2022-12-30 00:00:53,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:00:54,2.467,0.0,0.0,0.0,0.0
2022-12-30 00:00:55,2.471,0.0,0.0,0.0,0.0
2022-12-30 00:00:56,2.475,0.0,0.0,0.0,0.0
2022-12-30 00:00:57,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:00:58,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:00:59,2.414,0.0,0.0,0.0,0.0
2022-12-30 00:01:00,2.426,0.0,0.0,0.0,0.0
2022-12-30 00:01:01,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:02,2.457,0.0,0.0,0.0,0.0
2022-12-30 00:01:03,2.667,0.0,0.0,0.0,0.0
2022-12-30 00:01:04,2.486,0.0,0.0,0.0,0.0
2022-12-30 00:01:05,2.424,0.0,0.0,0.0,0.0
2022-12-30 00:01:06,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:01:07,2.357,0.0,0.0,0.0,0.0
2022-12-30 00:01:08,2.283,0.0,0.0,0.0,0.0
2022-12-30 00:01:09,2.375,0.0,0.0,0.0,0.0
2022-12-30 00:01:10,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:01:11,2.498,0.0,0.0,0.0,0.0
2022-12-30 00:01:12,2.407,0.0,0.0,0.0,0.0
2022-12-30 00:01:13,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:14,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:15,2.68,0.0,0.0,0.0,0.0
2022-12-30 00:01:16,2.948,0.0,0.0,0.0,0.0
2022-12-30 00:01:17,2.871,0.0,0.0,0.0,0.0
2022-12-30 00:01:18,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:19,2.45,0.0,0.0,0.0,0.0
2022-12-30 00:01:20,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:21,2.433,0.0,0.0,0.0,0.0
2022-12-30 00:01:22,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:23,2.471,0.0,0.0,0.0,0.0
2022-12-30 00:01:24,2.329,0.0,0.0,0.0,0.0
2022-12-30 00:01:25,2.417,0.0,0.0,0.0,0.0
2022-12-30 00:01:26,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:01:27,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:28,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:01:29,2.433,0.0,0.0,0.0,0.0
2022-12-30 00:01:30,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:01:31,2.471,0.0,0.0,0.0,0.0
2022-12-30 00:01:32,2.571,0.0,0.0,0.0,0.0
2022-12-30 00:01:33,2.667,0.0,0.0,0.0,0.0
2022-12-30 00:01:34,2.614,0.0,0.0,0.0,0.0
2022-12-30 00:01:35,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:01:36,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:37,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:38,2.475,0.0,0.0,0.0,0.0
2022-12-30 00:01:39,2.414,0.0,0.0,0.0,0.0
2022-12-30 00:01:40,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:41,2.48,0.0,0.0,0.0,0.0
2022-12-30 00:01:42,2.48,0.0,0.0,0.0,0.0
2022-12-30 00:01:43,2.48,0.0,0.0,0.0,0.0
2022-12-30 00:01:44,2.423,0.0,0.0,0.0,0.0
2022-12-30 00:01:45,2.48,0.0,0.0,0.0,0.0
2022-12-30 00:01:46,2.413,0.0,0.0,0.0,0.0
2022-12-30 00:01:47,2.471,0.0,0.0,0.0,0.0
2022-12-30 00:01:48,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:49,2.417,0.0,0.0,0.0,0.0
2022-12-30 00:01:50,2.698,0.0,0.0,0.0,0.0
2022-12-30 00:01:51,2.483,0.0,0.0,0.0,0.0
2022-12-30 00:01:52,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:01:53,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:54,2.486,0.0,0.0,0.0,0.0
2022-12-30 00:01:55,2.35,0.0,0.0,0.0,0.0
2022-12-30 00:01:56,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:57,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:01:58,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:01:59,2.5,0.0,0.0,0.0,0.0
2022-12-30 00:02:00,2.443,0.0,0.0,0.0,0.0
2022-12-30 00:02:01,2.429,0.0,0.0,0.0,0.0
2022-12-30 00:02:02,2.4,0.0,0.0,0.0,0.0
2022-12-30 00:02:03,2.7,0.0,0.0,0.0,0.0
2022-12-30 00:02:04,2.7,0.0,0.0,0.0,0.0
2022-12-30 00:02:05,2.533,0.0,0.0,0.0,0.0
