epoch,averaged_f1_score,f1_score_coffee machine,f1_score_computer,f1_score_kettle,f1_score_microwave,loss,precision_coffee machine,precision_computer,precision_kettle,precision_microwave,recall_coffee machine,recall_computer,recall_kettle,recall_microwave,val_averaged_f1_score,val_f1_score_coffee machine,val_f1_score_computer,val_f1_score_kettle,val_f1_score_microwave,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_microwave,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_microwave
0,0.2537256181240082,0.5290610790252686,0.07561849057674408,0.26049453020095825,0.14972834289073944,0.03821725398302078,0.7589743733406067,0.5621473789215088,0.5796568393707275,0.8506392240524292,0.3703174293041229,0.3214927613735199,0.3296167254447937,0.49619847536087036,0.3545849919319153,0.6774526834487915,0.09164483100175858,0.5860557556152344,0.06318669766187668,0.06331156194210052,0.804223895072937,0.1635214388370514,1.0,0.9746074080467224,0.6150657534599304,0.04744122922420502,0.36593785881996155,0.4683663249015808
1,0.26318222284317017,0.7622603178024292,0.08456359058618546,0.12988626956939697,0.07601873576641083,0.02900891751050949,0.858617901802063,0.6046532392501831,0.9121813178062439,0.916788637638092,0.8322848081588745,0.4610472619533539,0.6731707453727722,0.5014005899429321,0.4336806535720825,0.7667291164398193,0.09086070209741592,0.8146606683731079,0.06247212737798691,0.0655815601348877,0.8549301028251648,0.13295164704322815,0.9991467595100403,0.9755323529243469,0.8086763620376587,0.030551088973879814,0.6737629175186157,0.473059743642807
2,0.26799118518829346,0.7944966554641724,0.08647383749485016,0.1172347217798233,0.0737595483660698,0.02757972665131092,0.9050254821777344,0.617766261100769,0.9075098633766174,0.9470427632331848,0.8767514824867249,0.481374591588974,0.800000011920929,0.51784348487854,0.4397764205932617,0.7914097905158997,0.07911902666091919,0.7372561693191528,0.15132074058055878,0.06288588792085648,0.8501691818237305,0.27271318435668945,1.0,0.9750669598579407,0.8800028562545776,0.09358014911413193,0.5109320878982544,0.4919085204601288
3,0.2934934198856354,0.7670029401779175,0.08612338453531265,0.24487459659576416,0.0759727880358696,0.026735898107290268,0.9235678315162659,0.6225939393043518,0.934799075126648,0.94254469871521,0.8897626399993896,0.4875013530254364,0.8592334389686584,0.5424715280532837,0.4415234625339508,0.7456308007240295,0.08547870069742203,0.8789120316505432,0.05607231706380844,0.06599278002977371,0.8824700117111206,0.16840381920337677,1.0,0.9810308218002319,0.9192395806312561,0.04100942239165306,0.8055235743522644,0.5009949803352356
4,0.3316700756549835,0.7589318752288818,0.08738641440868378,0.4065469801425934,0.07381501793861389,0.02599778212606907,0.9350465536117554,0.6273744702339172,0.9369108080863953,0.9402921199798584,0.8974120616912842,0.49912863969802856,0.900348424911499,0.5597147941589355,0.4249914884567261,0.7664744853973389,0.14749380946159363,0.7614823579788208,0.024515319615602493,0.07365038245916367,0.9438548684120178,0.13570895791053772,1.0,0.9781138896942139,0.8962978720664978,0.031428154557943344,0.4844649136066437,0.505087673664093
5,0.30083540081977844,0.7249209880828857,0.09071183949708939,0.3196913003921509,0.06801744550466537,0.025029126554727554,0.9534953832626343,0.6312140226364136,0.9452054500579834,0.9387415051460266,0.9058478474617004,0.518108069896698,0.91358882188797,0.5741932988166809,0.4900280833244324,0.8209211230278015,0.26014766097068787,0.8587887287139893,0.020254872739315033,0.05830199643969536,0.9718558192253113,0.2758093476295471,1.0,0.9690883159637451,0.9057318568229675,0.0838925763964653,0.6875719428062439,0.5108699798583984
6,0.23177653551101685,0.645487368106842,0.12720319628715515,0.11556544154882431,0.03885013610124588,0.0229308120906353,0.9631892442703247,0.6493194103240967,0.9454674124717712,0.9387635588645935,0.9128538966178894,0.5845360159873962,0.9303135871887207,0.5827785730361938,0.5257248878479004,0.8458309173583984,0.32198888063430786,0.9114360213279724,0.02364368550479412,0.04811323434114456,0.9701685309410095,0.3505595922470093,1.0,0.9876356720924377,0.9134505391120911,0.14152635633945465,0.7704257965087891,0.5158637762069702
7,0.24671457707881927,0.5652555227279663,0.3245095908641815,0.0722016990184784,0.024891478940844536,0.020016657188534737,0.967221736907959,0.6767270565032959,0.9539568424224854,0.9395809173583984,0.917643666267395,0.712218165397644,0.9240418076515198,0.5872166752815247,0.4865986108779907,0.8406352996826172,0.3088012933731079,0.7733423709869385,0.023615442216396332,0.0423893965780735,0.9774746894836426,0.6012072563171387,1.0,0.9552569389343262,0.9118067622184753,0.31765690445899963,0.4499424695968628,0.5178537964820862
8,0.2014215588569641,0.3319578766822815,0.3941276967525482,0.05275067687034607,0.026849983260035515,0.018425285816192627,0.9711139798164368,0.7036693692207336,0.9609261751174927,0.9432482123374939,0.9205033183097839,0.7537850141525269,0.9254355430603027,0.5991851091384888,0.5232073068618774,0.8485378623008728,0.32252037525177,0.8980657458305359,0.023705141618847847,0.045967813581228256,0.9879462122917175,0.6735556125640869,1.0,0.9539843797683716,0.9138078689575195,0.3304540812969208,0.70540851354599,0.5223219394683838
9,0.14988048374652863,0.1276378631591797,0.3970492482185364,0.04428771138191223,0.03054705448448658,0.017556659877300262,0.9722577333450317,0.7126140594482422,0.9683908224105835,0.9400268197059631,0.9245067238807678,0.7677813172340393,0.9393728375434875,0.612390398979187,0.3219910264015198,0.08625645190477371,0.30705299973487854,0.8662864565849304,0.028368087485432625,0.04727861285209656,0.9838202595710754,0.6480326652526855,0.9991349577903748,0.9112908244132996,0.9169525504112244,0.4515155851840973,0.6645569801330566,0.5203319191932678
