name,start_time,end_time
"kettle",2023-03-13 09:40:33,2023-03-13 09:40:58
"computer",2023-03-13 10:42:57,2023-03-13 11:03:07
"coffee machine",2023-03-13 14:32:29,2023-03-13 14:37:28
"microwave",2023-03-13 21:37:16,2023-03-13 21:41:38
"coffee machine",2023-03-13 22:00:50,2023-03-13 22:04:24
"computer",2023-03-13 22:10:00,2023-03-13 22:43:18
