name,start_time,end_time
"kettle",2023-03-20 10:09:20,2023-03-20 10:10:14
"computer",2023-03-20 10:33:43,2023-03-20 10:38:58
"coffee machine",2023-03-20 15:14:05,2023-03-20 15:21:04
"microwave",2023-03-20 20:22:49,2023-03-20 21:19:17
"coffee machine",2023-03-20 22:02:41,2023-03-20 22:09:59
"computer",2023-03-20 22:10:00,2023-03-20 22:15:28
