epoch,loss,precision_coffee machine,precision_computer,precision_kettle,precision_lamp,precision_microwave,precision_printer,precision_radio,precision_television,recall_coffee machine,recall_computer,recall_kettle,recall_lamp,recall_microwave,recall_printer,recall_radio,recall_television,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_lamp,val_precision_microwave,val_precision_printer,val_precision_radio,val_precision_television,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_lamp,val_recall_microwave,val_recall_printer,val_recall_radio,val_recall_television
0,0.004130212124437094,0.9844236969947815,0.888059675693512,1.0,0.0,0.9889705777168274,0.0,0.0,0.0,0.9905956387519836,0.8504672646522522,0.9791666865348816,0.0,0.9561611413955688,0.0,0.0,0.0,0.13012033700942993,0.9465020298957825,0.5581853985786438,0.9772727489471436,0.0,0.5846994519233704,0.0,0.0,0.0,0.3745928406715393,0.3242756724357605,0.843137264251709,0.0,0.6323876976966858,0.0,0.0,0.0
1,0.0031013470143079758,0.9811912178993225,0.8961780071258545,1.0,0.0,0.9854545593261719,0.0,0.0,0.0,0.9811912178993225,0.8636613488197327,0.9791666865348816,0.0,0.9632701277732849,0.0,0.0,0.0,0.22075945138931274,0.9523809552192688,0.46236371994018555,1.0,0.0,0.6310904622077942,0.0,0.0,0.0,0.32573288679122925,0.43738746643066406,0.8235294222831726,0.0,0.6430259943008423,0.0,0.0,0.0
2,0.003220169572159648,0.9874213933944702,0.9157175421714783,0.978723406791687,0.0,0.9837499856948853,0.0,0.0,0.0,0.9843260049819946,0.8840022087097168,0.9583333134651184,0.0,0.9324644804000854,0.0,0.0,0.0,0.14545388519763947,0.9256198406219482,0.4965631663799286,1.0,0.0,0.3030303120613098,0.0,0.0,0.0,0.36482083797454834,0.3429366648197174,0.843137264251709,0.0,0.6264775395393372,0.0,0.0,0.0
3,0.00311924796551466,0.996835470199585,0.9131924510002136,1.0,0.0,0.9849056601524353,0.0,0.0,0.0,0.9874607920646667,0.8790544271469116,0.9791666865348816,0.0,0.9277251362800598,0.0,0.0,0.0,0.13025544583797455,0.8978723287582397,0.6712328791618347,1.0,0.0,0.7146631479263306,0.0,0.0,0.0,0.34364819526672363,0.33687999844551086,0.8627451062202454,0.0,0.63947993516922,0.0,0.0,0.0
4,0.0028296455275267363,0.9968652129173279,0.9272937178611755,1.0,0.0,0.9853836894035339,0.0,0.0,0.0,0.9968652129173279,0.8834524750709534,0.9791666865348816,0.0,0.9585307836532593,0.0,0.0,0.0,0.3670249581336975,0.9090909361839294,0.32488304376602173,1.0,0.0,0.6212121248245239,0.0,0.0,0.0,0.24429967999458313,0.3524308502674103,0.8823529481887817,0.0,0.7269503474235535,0.0,0.0,0.0
5,0.003421503584831953,0.9748427867889404,0.9240000247955322,1.0,0.0,0.9817073345184326,0.0,0.0,0.0,0.9717868566513062,0.888949990272522,0.9791666865348816,0.0,0.9537914395332336,0.0,0.0,0.0,0.3628966808319092,0.8540540337562561,0.26141756772994995,1.0,0.0,0.5930493474006653,0.0,0.0,0.0,0.25732898712158203,0.28859061002731323,0.23529411852359772,0.0,0.6252955198287964,0.0,0.0,0.0
6,0.004177666734904051,0.971875011920929,0.9063444137573242,1.0,0.0,0.9740740656852722,0.0,0.0,0.0,0.9749216437339783,0.8246288895606995,0.9375,0.0,0.9348341226577759,0.0,0.0,0.0,0.15024042129516602,0.9004149436950684,0.5001156330108643,0.9777777791023254,0.0,0.6041666865348816,0.0,0.0,0.0,0.3534201979637146,0.35406777262687683,0.8627451062202454,0.0,0.6170212626457214,0.0,0.0,0.0
7,0.0030293725430965424,0.9844236969947815,0.923743486404419,1.0,0.0,0.9867629408836365,0.0,0.0,0.0,0.9905956387519836,0.8790544271469116,0.9791666865348816,0.0,0.971563994884491,0.0,0.0,0.0,0.28342902660369873,0.9045454263687134,0.34236615896224976,0.957446813583374,0.0,0.6104651093482971,0.0,0.0,0.0,0.3241042196750641,0.33917170763015747,0.8823529481887817,0.0,0.6205673813819885,0.0,0.0,0.0
8,0.0027371409814804792,0.9937106966972351,0.9338700175285339,1.0,0.0,0.9902912378311157,0.0,0.0,0.0,0.9905956387519836,0.8927982449531555,1.0,0.0,0.9668246507644653,0.0,0.0,0.0,0.21832524240016937,0.9120370149612427,0.48274850845336914,0.970588207244873,0.0,0.6487804651260376,0.0,0.0,0.0,0.32084691524505615,0.5382223129272461,0.6470588445663452,0.0,0.6288415789604187,0.0,0.0,0.0
9,0.002601531334221363,0.9968553185462952,0.9351851940155029,0.97826087474823,0.0,0.9866666793823242,0.0,0.0,0.0,0.9937304258346558,0.8884001970291138,0.9375,0.0,0.9644549489021301,0.0,0.0,0.0,0.1754712164402008,0.9107981324195862,0.5416578054428101,1.0,0.0,0.6263219714164734,0.0,0.0,0.0,0.31596091389656067,0.4161073863506317,0.8823529481887817,0.0,0.6300236582756042,0.0,0.0,0.0
