epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9860223531723022,0.0737001821398735,0.0,0.0,0.9859892129898071,0.07455922663211823,0.0,0.0
1,0.9860223531723022,0.07372651994228363,0.0,0.0,0.9859892129898071,0.07399901747703552,0.0,0.0
2,0.9860223531723022,0.0737534835934639,0.0,0.0,0.9859892129898071,0.0738450363278389,0.0,0.0
3,0.9860223531723022,0.07372204959392548,0.0,0.0,0.9859892129898071,0.07399498671293259,0.0,0.0
4,0.9860223531723022,0.07369779795408249,0.0,0.0,0.9859892129898071,0.0737176463007927,0.0,0.0
5,0.9860223531723022,0.07370723783969879,0.0,0.0,0.9859892129898071,0.07375067472457886,0.0,0.0
6,0.9860223531723022,0.0736437439918518,0.0,0.0,0.9859892129898071,0.07379455119371414,0.0,0.0
7,0.9860223531723022,0.07367292791604996,0.0,0.0,0.9859892129898071,0.07381949573755264,0.0,0.0
8,0.9860223531723022,0.07365769147872925,0.0,0.0,0.9859892129898071,0.07373776286840439,0.0,0.0
9,0.9860223531723022,0.07370027154684067,0.0,0.0,0.9859892129898071,0.07376772165298462,0.0,0.0
