name,start_time,end_time
"kettle",2023-04-10 10:19:49,2023-04-10 10:20:31
"computer",2023-04-10 11:26:25,2023-04-10 11:42:17
"coffee machine",2023-04-10 14:55:05,2023-04-10 14:59:06
"microwave",2023-04-10 20:32:32,2023-04-10 21:50:57
"coffee machine",2023-04-10 22:04:06,2023-04-10 22:11:05
"computer",2023-04-10 22:10:00,2023-04-10 23:07:19
