name,start_time,end_time
"kettle",2023-04-05 10:13:20,2023-04-05 10:14:56
"computer",2023-04-05 11:01:21,2023-04-05 11:09:30
"coffee machine",2023-04-05 15:21:42,2023-04-05 15:29:00
"microwave",2023-04-05 21:27:42,2023-04-05 21:28:02
"coffee machine",2023-04-05 21:59:34,2023-04-05 22:04:33
"computer",2023-04-05 22:10:00,2023-04-05 22:25:27
