name,start_time,end_time
"kettle",2022-12-19 09:49:22,2022-12-19 09:50:30
"computer",2022-12-19 10:57:30,2022-12-19 11:01:34
"coffee machine",2022-12-19 14:44:46,2022-12-19 14:52:06
"microwave",2022-12-19 21:10:13,2022-12-19 22:28:38
"coffee machine",2022-12-19 21:53:39,2022-12-19 22:01:48
"computer",2022-12-19 22:10:00,2022-12-19 22:14:14
