name,start_time,end_time
"kettle",2023-02-21 09:41:16,2023-02-21 09:41:37
"computer",2023-02-21 10:36:52,2023-02-21 10:41:22
"coffee machine",2023-02-21 14:46:51,2023-02-21 14:55:59
"microwave",2023-02-21 21:42:01,2023-02-21 21:46:23
"coffee machine",2023-02-21 21:55:05,2023-02-21 22:03:14
"computer",2023-02-21 22:10:00,2023-02-21 22:48:05
