name,start_time,end_time
"kettle",2022-12-26 09:37:28,2022-12-26 09:37:51
"computer",2022-12-26 10:36:20,2022-12-26 10:48:37
"coffee machine",2022-12-26 14:56:59,2022-12-26 15:01:16
"microwave",2022-12-26 21:00:17,2022-12-26 21:00:32
"coffee machine",2022-12-26 21:58:19,2022-12-26 22:03:18
"computer",2022-12-26 22:10:00,2022-12-26 22:37:06
