name,start_time,end_time
"kettle",2023-03-22 09:46:46,2023-03-22 09:47:27
"computer",2023-03-22 10:54:04,2023-03-22 11:41:42
"coffee machine",2023-03-22 15:05:33,2023-03-22 15:14:41
"microwave",2023-03-22 21:06:57,2023-03-22 21:07:16
"coffee machine",2023-03-22 22:04:28,2023-03-22 22:08:49
"computer",2023-03-22 22:10:00,2023-03-22 23:08:02
