name,start_time,end_time
"kettle",2022-12-12 10:14:02,2022-12-12 10:14:42
"computer",2022-12-12 11:14:14,2022-12-12 11:29:41
"coffee machine",2022-12-12 14:35:53,2022-12-12 14:59:13
"microwave",2022-12-12 21:19:12,2022-12-12 21:19:45
"coffee machine",2022-12-12 21:58:26,2022-12-12 22:13:20
"computer",2022-12-12 22:10:00,2022-12-12 22:40:15
