timestamp,smartMeter,kettle,computer,coffee machine,microwave
2023-03-14 00:00:00,250.126,0.0,0.0,0.0,0.0
2023-03-14 00:00:01,250.173,0.0,0.0,0.0,0.0
2023-03-14 00:00:02,250.083,0.0,0.0,0.0,0.0
2023-03-14 00:00:03,249.604,0.0,0.0,0.0,0.0
2023-03-14 00:00:04,249.711,0.0,0.0,0.0,0.0
2023-03-14 00:00:05,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:00:06,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:00:07,249.783,0.0,0.0,0.0,0.0
2023-03-14 00:00:08,249.573,0.0,0.0,0.0,0.0
2023-03-14 00:00:09,249.897,0.0,0.0,0.0,0.0
2023-03-14 00:00:10,249.861,0.0,0.0,0.0,0.0
2023-03-14 00:00:11,249.783,0.0,0.0,0.0,0.0
2023-03-14 00:00:12,249.669,0.0,0.0,0.0,0.0
2023-03-14 00:00:13,249.59,0.0,0.0,0.0,0.0
2023-03-14 00:00:14,250.161,0.0,0.0,0.0,0.0
2023-03-14 00:00:15,250.219,0.0,0.0,0.0,0.0
2023-03-14 00:00:16,249.983,0.0,0.0,0.0,0.0
2023-03-14 00:00:17,249.626,0.0,0.0,0.0,0.0
2023-03-14 00:00:18,249.669,0.0,0.0,0.0,0.0
2023-03-14 00:00:19,249.79,0.0,0.0,0.0,0.0
2023-03-14 00:00:20,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:00:21,249.564,0.0,0.0,0.0,0.0
2023-03-14 00:00:22,249.801,0.0,0.0,0.0,0.0
2023-03-14 00:00:23,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:00:24,249.811,0.0,0.0,0.0,0.0
2023-03-14 00:00:25,249.546,0.0,0.0,0.0,0.0
2023-03-14 00:00:26,249.454,0.0,0.0,0.0,0.0
2023-03-14 00:00:27,249.597,0.0,0.0,0.0,0.0
2023-03-14 00:00:28,249.797,0.0,0.0,0.0,0.0
2023-03-14 00:00:29,249.726,0.0,0.0,0.0,0.0
2023-03-14 00:00:30,249.597,0.0,0.0,0.0,0.0
2023-03-14 00:00:31,249.348,0.0,0.0,0.0,0.0
2023-03-14 00:00:32,249.44,0.0,0.0,0.0,0.0
2023-03-14 00:00:33,249.6,0.0,0.0,0.0,0.0
2023-03-14 00:00:34,249.79,0.0,0.0,0.0,0.0
2023-03-14 00:00:35,249.811,0.0,0.0,0.0,0.0
2023-03-14 00:00:36,249.69,0.0,0.0,0.0,0.0
2023-03-14 00:00:37,249.811,0.0,0.0,0.0,0.0
2023-03-14 00:00:38,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:00:39,249.74,0.0,0.0,0.0,0.0
2023-03-14 00:00:40,249.597,0.0,0.0,0.0,0.0
2023-03-14 00:00:41,249.338,0.0,0.0,0.0,0.0
2023-03-14 00:00:42,249.34,0.0,0.0,0.0,0.0
2023-03-14 00:00:43,249.697,0.0,0.0,0.0,0.0
2023-03-14 00:00:44,250.173,0.0,0.0,0.0,0.0
2023-03-14 00:00:45,249.773,0.0,0.0,0.0,0.0
2023-03-14 00:00:46,249.697,0.0,0.0,0.0,0.0
2023-03-14 00:00:47,249.526,0.0,0.0,0.0,0.0
2023-03-14 00:00:48,249.654,0.0,0.0,0.0,0.0
2023-03-14 00:00:49,249.66,0.0,0.0,0.0,0.0
2023-03-14 00:00:50,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:00:51,249.728,0.0,0.0,0.0,0.0
2023-03-14 00:00:52,249.397,0.0,0.0,0.0,0.0
2023-03-14 00:00:53,249.397,0.0,0.0,0.0,0.0
2023-03-14 00:00:54,249.711,0.0,0.0,0.0,0.0
2023-03-14 00:00:55,249.69,0.0,0.0,0.0,0.0
2023-03-14 00:00:56,249.797,0.0,0.0,0.0,0.0
2023-03-14 00:00:57,249.726,0.0,0.0,0.0,0.0
2023-03-14 00:00:58,249.459,0.0,0.0,0.0,0.0
2023-03-14 00:00:59,249.369,0.0,0.0,0.0,0.0
2023-03-14 00:01:00,249.597,0.0,0.0,0.0,0.0
2023-03-14 00:01:01,249.783,0.0,0.0,0.0,0.0
2023-03-14 00:01:02,249.716,0.0,0.0,0.0,0.0
2023-03-14 00:01:03,249.778,0.0,0.0,0.0,0.0
2023-03-14 00:01:04,249.757,0.0,0.0,0.0,0.0
2023-03-14 00:01:05,249.569,0.0,0.0,0.0,0.0
2023-03-14 00:01:06,249.611,0.0,0.0,0.0,0.0
2023-03-14 00:01:07,249.807,0.0,0.0,0.0,0.0
2023-03-14 00:01:08,249.704,0.0,0.0,0.0,0.0
2023-03-14 00:01:09,249.854,0.0,0.0,0.0,0.0
2023-03-14 00:01:10,250.397,0.0,0.0,0.0,0.0
2023-03-14 00:01:11,250.383,0.0,0.0,0.0,0.0
2023-03-14 00:01:12,250.24,0.0,0.0,0.0,0.0
2023-03-14 00:01:13,250.133,0.0,0.0,0.0,0.0
2023-03-14 00:01:14,250.145,0.0,0.0,0.0,0.0
2023-03-14 00:01:15,250.373,0.0,0.0,0.0,0.0
2023-03-14 00:01:16,250.183,0.0,0.0,0.0,0.0
2023-03-14 00:01:17,250.314,0.0,0.0,0.0,0.0
2023-03-14 00:01:18,250.19,0.0,0.0,0.0,0.0
2023-03-14 00:01:19,250.04,0.0,0.0,0.0,0.0
2023-03-14 00:01:20,249.454,0.0,0.0,0.0,0.0
2023-03-14 00:01:21,249.707,0.0,0.0,0.0,0.0
2023-03-14 00:01:22,249.611,0.0,0.0,0.0,0.0
2023-03-14 00:01:23,249.404,0.0,0.0,0.0,0.0
2023-03-14 00:01:24,249.673,0.0,0.0,0.0,0.0
2023-03-14 00:01:25,249.607,0.0,0.0,0.0,0.0
2023-03-14 00:01:26,249.697,0.0,0.0,0.0,0.0
2023-03-14 00:01:27,249.84,0.0,0.0,0.0,0.0
2023-03-14 00:01:28,250.054,0.0,0.0,0.0,0.0
2023-03-14 00:01:29,250.161,0.0,0.0,0.0,0.0
2023-03-14 00:01:30,250.169,0.0,0.0,0.0,0.0
2023-03-14 00:01:31,250.135,0.0,0.0,0.0,0.0
2023-03-14 00:01:32,249.84,0.0,0.0,0.0,0.0
