name,start_time,end_time
"kettle",2023-01-05 10:11:30,2023-01-05 10:12:01
"computer",2023-01-05 11:10:20,2023-01-05 11:40:56
"coffee machine",2023-01-05 14:30:56,2023-01-05 14:38:16
"microwave",2023-01-05 20:26:23,2023-01-05 20:26:43
"coffee machine",2023-01-05 21:56:33,2023-01-05 22:05:41
"computer",2023-01-05 22:10:00,2023-01-05 23:04:19
