name,start_time,end_time
"kettle",2022-12-05 09:37:05,2022-12-05 09:37:40
"computer",2022-12-05 11:19:17,2022-12-05 11:53:55
"coffee machine",2022-12-05 14:49:44,2022-12-05 14:53:45
"microwave",2022-12-05 20:39:17,2022-12-05 21:57:42
"coffee machine",2022-12-05 22:03:24,2022-12-05 22:10:42
"computer",2022-12-05 22:10:00,2022-12-05 22:15:24
