epoch,averaged_f1_score,f1_score_coffee machine,f1_score_computer,f1_score_kettle,f1_score_microwave,loss,precision_coffee machine,precision_computer,precision_kettle,precision_microwave,recall_coffee machine,recall_computer,recall_kettle,recall_microwave,val_averaged_f1_score,val_f1_score_coffee machine,val_f1_score_computer,val_f1_score_kettle,val_f1_score_microwave,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_microwave,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_microwave
0,0.23820264637470245,0.5167262554168701,0.07481575757265091,0.18929696083068848,0.1719716340303421,0.0379246361553669,0.7577104568481445,0.5715014934539795,0.5949535369873047,0.8653269410133362,0.3899056315422058,0.3354482054710388,0.3121951222419739,0.49343374371528625,0.37007445096969604,0.6569379568099976,0.0895153060555458,0.6630597114562988,0.07078475505113602,0.06790722906589508,0.7981592416763306,0.14131034910678864,1.0,0.9729834198951721,0.5330188870429993,0.03399290516972542,0.4539700746536255,0.4732850193977356
1,0.22996719181537628,0.674060583114624,0.07961536943912506,0.05034692585468292,0.11584591120481491,0.028869394212961197,0.8566426038742065,0.602392315864563,0.9217877388000488,0.9287609457969666,0.821918785572052,0.47311022877693176,0.6898954510688782,0.5093674063682556,0.43591466546058655,0.694571852684021,0.07842430472373962,0.7937642335891724,0.17689821124076843,0.06713985651731491,0.7512826323509216,0.17411161959171295,1.0,0.9739203453063965,0.6802458763122559,0.04609905555844307,0.6691599488258362,0.4809446930885315
2,0.20339399576187134,0.5340268015861511,0.07831692695617676,0.04157926142215729,0.15965299308300018,0.027460256591439247,0.9069303870201111,0.617609441280365,0.9236699938774109,0.9484214782714844,0.8784672617912292,0.4802853763103485,0.8348432183265686,0.531121551990509,0.5556519031524658,0.7279365062713623,0.07372689247131348,0.8169848322868347,0.603959321975708,0.06235486641526222,0.6690753698348999,0.20755797624588013,1.0,0.9731736183166504,0.8734991550445557,0.06744096428155899,0.714039146900177,0.49716517329216003
3,0.23512162268161774,0.5849923491477966,0.0753999724984169,0.06502976268529892,0.2150644063949585,0.02644217573106289,0.9299089908599854,0.6236153244972229,0.9393491148948669,0.9514384865760803,0.8981984853744507,0.48594924807548523,0.8850173950195312,0.5473825931549072,0.483439564704895,0.7109479308128357,0.07240351289510727,0.7991560697555542,0.35125070810317993,0.06923641264438629,0.7880676984786987,0.15722550451755524,0.9985714554786682,0.9809362292289734,0.8855059742927551,0.03647791966795921,0.8043728470802307,0.5003942251205444
4,0.22655782103538513,0.47896653413772583,0.07431573420763016,0.09645669907331467,0.25649234652519226,0.025560082867741585,0.9509354829788208,0.6268081665039062,0.9395248293876648,0.9456865191459656,0.9047755002975464,0.4896661639213562,0.9094076752662659,0.5662628412246704,0.4564812183380127,0.7367034554481506,0.06590691208839417,0.8384521007537842,0.1848623901605606,0.06788122653961182,0.7403873801231384,0.2130231112241745,1.0,0.9517388343811035,0.9151657819747925,0.05621187761425972,0.746835470199585,0.5035106539726257
5,0.21777254343032837,0.34086874127388,0.07419320940971375,0.18419094383716583,0.2718372941017151,0.024884484708309174,0.9622927308082581,0.628273069858551,0.9414703845977783,0.9463052153587341,0.9085645079612732,0.49230748414993286,0.9191637635231018,0.5879079103469849,0.466010183095932,0.7401320934295654,0.06634791940450668,0.8970212936401367,0.16053953766822815,0.06863576173782349,0.7417210936546326,0.18567624688148499,0.9940593838691711,0.963891863822937,0.9172384142875671,0.04540803283452988,0.8665132522583008,0.5021589994430542
6,0.2206096649169922,0.24615556001663208,0.07430408895015717,0.23677098751068115,0.32520797848701477,0.02438272535800934,0.96565842628479,0.633507490158081,0.9442059993743896,0.9511818885803223,0.9106376767158508,0.49690937995910645,0.9198606014251709,0.6060242056846619,0.31916069984436035,0.2241332083940506,0.077788807451725,0.8971590995788574,0.07756156474351883,0.0691351518034935,0.7686877250671387,0.19382113218307495,0.9935358762741089,0.952822208404541,0.9260291457176208,0.047520961612463,0.8843498229980469,0.5058010816574097
7,0.222795307636261,0.19357715547084808,0.07477869093418121,0.24063046276569366,0.3821949362754822,0.02390878088772297,0.9708184599876404,0.6357793211936951,0.9541547298431396,0.953972339630127,0.9132828116416931,0.5009939074516296,0.9282230138778687,0.6220306158065796,0.3316762149333954,0.19276997447013855,0.07259520143270493,0.8767786622047424,0.18456104397773743,0.06397341191768646,0.8214375972747803,0.251325398683548,1.0,0.9533323645591736,0.9278159141540527,0.06992597877979279,0.7991944551467896,0.507002592086792
8,0.19212675094604492,0.17522230744361877,0.07568065822124481,0.12005391716957092,0.397550106048584,0.02339925430715084,0.9747104048728943,0.6416385173797607,0.9541875720024109,0.9562233686447144,0.9202888011932373,0.5069300532341003,0.9289198517799377,0.6285423040390015,0.34015145897865295,0.18454357981681824,0.0714469775557518,0.9251384139060974,0.1794768124818802,0.06110503524541855,0.8950203657150269,0.24757519364356995,1.0,0.9491432309150696,0.9261720776557922,0.06716189533472061,0.8619102239608765,0.5178537964820862
9,0.14600542187690735,0.15940195322036743,0.07946483790874481,0.046323612332344055,0.2988312840461731,0.022612612694501877,0.9739886522293091,0.6447704434394836,0.9537037014961243,0.9559154510498047,0.920860767364502,0.5194559693336487,0.9331010580062866,0.633417010307312,0.301932156085968,0.20851561427116394,0.08149419724941254,0.8465200066566467,0.07119886577129364,0.0592353455722332,0.8705012202262878,0.3332964777946472,1.0,0.9376227855682373,0.9334619641304016,0.12021102756261826,0.7963175773620605,0.5198062658309937
