name,start_time,end_time
"kettle",2023-05-03 09:55:34,2023-05-03 09:55:56
"computer",2023-05-03 10:40:52,2023-05-03 21:47:31
"coffee machine",2023-05-03 14:34:35,2023-05-03 14:41:53
"microwave",2023-05-03 20:17:25,2023-05-03 21:35:50
"coffee machine",2023-05-03 21:59:08,2023-05-03 22:04:07
"computer",2023-05-03 22:10:00,2023-05-03 23:32:51
