name,start_time,end_time
"microwave",2023-02-04 21:09:31,2023-02-04 21:09:46
"kettle",2023-02-04 21:57:36,2023-02-04 21:59:54
"computer",2023-02-04 22:10:00,2023-02-04 23:08:02
