name,start_time,end_time
"kettle",2023-06-01 10:21:42,2023-06-01 10:22:57
"computer",2023-06-01 11:03:14,2023-06-01 11:14:41
"coffee machine",2023-06-01 14:39:34,2023-06-01 14:54:28
"microwave",2023-06-01 21:03:54,2023-06-01 21:04:14
"coffee machine",2023-06-01 22:00:05,2023-06-01 22:04:22
"computer",2023-06-01 22:10:00,2023-06-01 23:01:29
