timestamp,smartMeter,computer,microwave,kettle
2023-03-26 00:00:00,52.314,49.7,0.0,0.0
2023-03-26 00:00:01,55.1,52.6,0.0,0.0
2023-03-26 00:00:02,56.837,54.4,0.0,0.0
2023-03-26 00:00:03,61.133,58.783,0.0,0.0
2023-03-26 00:00:04,62.9,60.4,0.0,0.0
2023-03-26 00:00:05,60.293,57.85,0.0,0.0
2023-03-26 00:00:06,55.114,52.7,0.0,0.0
2023-03-26 00:00:07,53.033,50.567,0.0,0.0
2023-03-26 00:00:08,52.8,50.3,0.0,0.0
2023-03-26 00:00:09,54.567,52.1,0.0,0.0
2023-03-26 00:00:10,55.267,52.767,0.0,0.0
2023-03-26 00:00:11,59.0,56.5,0.0,0.0
2023-03-26 00:00:12,59.467,56.967,0.0,0.0
2023-03-26 00:00:13,56.15,53.65,0.0,0.0
2023-03-26 00:00:14,54.271,51.829,0.0,0.0
2023-03-26 00:00:15,53.6,51.2,0.0,0.0
2023-03-26 00:00:16,51.5,49.0,0.0,0.0
2023-03-26 00:00:17,52.6,50.1,0.0,0.0
2023-03-26 00:00:18,53.11,50.667,0.0,0.0
2023-03-26 00:00:19,51.874,49.457,0.0,0.0
2023-03-26 00:00:20,50.629,48.2,0.0,0.0
2023-03-26 00:00:21,50.186,47.686,0.0,0.0
2023-03-26 00:00:22,54.317,51.883,0.0,0.0
2023-03-26 00:00:23,51.214,48.586,0.0,0.0
2023-03-26 00:00:24,52.1,49.6,0.0,0.0
2023-03-26 00:00:25,53.157,50.657,0.0,0.0
2023-03-26 00:00:26,50.967,48.5,0.0,0.0
2023-03-26 00:00:27,51.733,49.3,0.0,0.0
2023-03-26 00:00:28,55.3,52.8,0.0,0.0
2023-03-26 00:00:29,53.486,51.057,0.0,0.0
2023-03-26 00:00:30,52.4,49.933,0.0,0.0
2023-03-26 00:00:31,52.714,50.214,0.0,0.0
2023-03-26 00:00:32,53.371,50.871,0.0,0.0
2023-03-26 00:00:33,56.083,53.583,0.0,0.0
2023-03-26 00:00:34,61.329,58.743,0.0,0.0
2023-03-26 00:00:35,62.9,60.4,0.0,0.0
2023-03-26 00:00:36,59.149,56.729,0.0,0.0
2023-03-26 00:00:37,52.066,49.58,0.0,0.0
2023-03-26 00:00:38,51.974,49.457,0.0,0.0
2023-03-26 00:00:39,53.317,50.617,0.0,0.0
2023-03-26 00:00:40,51.919,49.333,0.0,0.0
2023-03-26 00:00:41,58.2,55.7,0.0,0.0
2023-03-26 00:00:42,59.867,57.367,0.0,0.0
2023-03-26 00:00:43,56.306,53.886,0.0,0.0
2023-03-26 00:00:44,53.229,50.814,0.0,0.0
2023-03-26 00:00:45,53.171,50.671,0.0,0.0
2023-03-26 00:00:46,53.6,51.1,0.0,0.0
2023-03-26 00:00:47,52.795,50.329,0.0,0.0
2023-03-26 00:00:48,55.671,53.2,0.0,0.0
2023-03-26 00:00:49,51.8,49.367,0.0,0.0
2023-03-26 00:00:50,50.786,48.386,0.0,0.0
2023-03-26 00:00:51,49.536,47.05,0.0,0.0
2023-03-26 00:00:52,49.871,47.371,0.0,0.0
2023-03-26 00:00:53,52.143,49.643,0.0,0.0
2023-03-26 00:00:54,52.929,50.371,0.0,0.0
2023-03-26 00:00:55,48.562,45.933,0.0,0.0
2023-03-26 00:00:56,49.971,47.571,0.0,0.0
2023-03-26 00:00:57,46.543,44.1,0.0,0.0
2023-03-26 00:00:58,46.057,43.617,0.0,0.0
2023-03-26 00:00:59,46.171,43.714,0.0,0.0
2023-03-26 00:01:00,45.867,43.367,0.0,0.0
2023-03-26 00:01:01,45.971,43.471,0.0,0.0
2023-03-26 00:01:02,46.25,43.767,0.0,0.0
2023-03-26 00:01:03,51.343,48.929,0.0,0.0
2023-03-26 00:01:04,55.517,53.017,0.0,0.0
2023-03-26 00:01:05,56.381,53.914,0.0,0.0
2023-03-26 00:01:06,58.157,55.729,0.0,0.0
2023-03-26 00:01:07,53.6,51.1,0.0,0.0
2023-03-26 00:01:08,45.95,43.557,0.0,0.0
2023-03-26 00:01:09,46.3,43.8,0.0,0.0
2023-03-26 00:01:10,45.767,43.267,0.0,0.0
2023-03-26 00:01:11,50.667,48.167,0.0,0.0
2023-03-26 00:01:12,58.35,55.85,0.0,0.0
2023-03-26 00:01:13,52.414,49.929,0.0,0.0
2023-03-26 00:01:14,46.614,44.229,0.0,0.0
2023-03-26 00:01:15,47.748,45.233,0.0,0.0
2023-03-26 00:01:16,56.09,53.557,0.0,0.0
2023-03-26 00:01:17,55.2,52.733,0.0,0.0
2023-03-26 00:01:18,56.571,54.143,0.0,0.0
2023-03-26 00:01:19,56.826,54.343,0.0,0.0
2023-03-26 00:01:20,58.105,55.533,0.0,0.0
2023-03-26 00:01:21,55.56,52.55,0.0,0.0
2023-03-26 00:01:22,52.85,49.85,0.0,0.0
2023-03-26 00:01:23,57.471,54.971,0.0,0.0
2023-03-26 00:01:24,51.417,48.767,0.0,0.0
2023-03-26 00:01:25,57.443,54.814,0.0,0.0
2023-03-26 00:01:26,52.7,50.2,0.0,0.0
2023-03-26 00:01:27,55.129,52.629,0.0,0.0
2023-03-26 00:01:28,56.26,53.76,0.0,0.0
2023-03-26 00:01:29,56.5,54.067,0.0,0.0
2023-03-26 00:01:30,56.093,53.75,0.0,0.0
2023-03-26 00:01:31,50.671,48.171,0.0,0.0
2023-03-26 00:01:32,56.4,53.9,0.0,0.0
2023-03-26 00:01:33,51.443,48.943,0.0,0.0
2023-03-26 00:01:34,61.914,59.514,0.0,0.0
2023-03-26 00:01:35,59.793,57.367,0.0,0.0
2023-03-26 00:01:36,56.538,54.067,0.0,0.0
2023-03-26 00:01:37,57.429,54.929,0.0,0.0
2023-03-26 00:01:38,55.983,53.533,0.0,0.0
2023-03-26 00:01:39,56.643,54.157,0.0,0.0
2023-03-26 00:01:40,55.933,53.6,0.0,0.0
2023-03-26 00:01:41,59.598,57.157,0.0,0.0
2023-03-26 00:01:42,61.433,58.933,0.0,0.0
2023-03-26 00:01:43,53.333,50.833,0.0,0.0
2023-03-26 00:01:44,57.1,54.667,0.0,0.0
2023-03-26 00:01:45,51.486,49.014,0.0,0.0
2023-03-26 00:01:46,54.517,52.017,0.0,0.0
2023-03-26 00:01:47,56.186,53.686,0.0,0.0
2023-03-26 00:01:48,54.81,52.367,0.0,0.0
2023-03-26 00:01:49,55.7,53.2,0.0,0.0
2023-03-26 00:01:50,53.1,50.6,0.0,0.0
2023-03-26 00:01:51,55.1,52.6,0.0,0.0
2023-03-26 00:01:52,56.467,53.7,0.0,0.0
2023-03-26 00:01:53,56.857,53.743,0.0,0.0
2023-03-26 00:01:54,58.114,55.157,0.0,0.0
2023-03-26 00:01:55,45.657,43.1,0.0,0.0
2023-03-26 00:01:56,46.667,43.8,0.0,0.0
2023-03-26 00:01:57,46.297,43.386,0.0,0.0
2023-03-26 00:01:58,46.607,43.85,0.0,0.0
2023-03-26 00:01:59,45.523,43.133,0.0,0.0
2023-03-26 00:02:00,46.486,44.086,0.0,0.0
2023-03-26 00:02:01,45.883,43.5,0.0,0.0
2023-03-26 00:02:02,47.7,45.2,0.0,0.0
2023-03-26 00:02:03,47.188,44.588,0.0,0.0
2023-03-26 00:02:04,59.65,57.2,0.0,0.0
2023-03-26 00:02:05,50.75,48.35,0.0,0.0
2023-03-26 00:02:06,46.305,43.833,0.0,0.0
2023-03-26 00:02:07,46.592,44.086,0.0,0.0
2023-03-26 00:02:08,46.295,43.729,0.0,0.0
2023-03-26 00:02:09,45.983,43.5,0.0,0.0
2023-03-26 00:02:10,46.683,44.183,0.0,0.0
2023-03-26 00:02:11,50.529,48.1,0.0,0.0
2023-03-26 00:02:12,56.571,54.1,0.0,0.0
2023-03-26 00:02:13,46.9,44.4,0.0,0.0
2023-03-26 00:02:14,45.443,42.986,0.0,0.0
2023-03-26 00:02:15,46.06,43.617,0.0,0.0
2023-03-26 00:02:16,45.705,43.3,0.0,0.0
2023-03-26 00:02:17,46.264,43.914,0.0,0.0
2023-03-26 00:02:18,45.743,43.3,0.0,0.0
2023-03-26 00:02:19,46.048,43.433,0.0,0.0
2023-03-26 00:02:20,46.095,43.629,0.0,0.0
2023-03-26 00:02:21,45.721,43.25,0.0,0.0
2023-03-26 00:02:22,46.34,43.84,0.0,0.0
2023-03-26 00:02:23,45.536,43.186,0.0,0.0
2023-03-26 00:02:24,46.514,43.9,0.0,0.0
2023-03-26 00:02:25,45.643,43.243,0.0,0.0
2023-03-26 00:02:26,45.676,43.343,0.0,0.0
2023-03-26 00:02:27,45.843,43.5,0.0,0.0
2023-03-26 00:02:28,45.8,43.4,0.0,0.0
2023-03-26 00:02:29,45.686,43.214,0.0,0.0
2023-03-26 00:02:30,45.514,43.014,0.0,0.0
2023-03-26 00:02:31,46.633,44.133,0.0,0.0
2023-03-26 00:02:32,45.948,43.533,0.0,0.0
2023-03-26 00:02:33,49.543,47.143,0.0,0.0
2023-03-26 00:02:34,49.643,47.143,0.0,0.0
2023-03-26 00:02:35,49.593,47.143,0.0,0.0
2023-03-26 00:02:36,46.317,43.9,0.0,0.0
2023-03-26 00:02:37,45.457,43.1,0.0,0.0
2023-03-26 00:02:38,45.814,43.386,0.0,0.0
2023-03-26 00:02:39,45.514,43.1,0.0,0.0
2023-03-26 00:02:40,45.871,43.371,0.0,0.0
2023-03-26 00:02:41,50.357,47.9,0.0,0.0
2023-03-26 00:02:42,55.329,52.857,0.0,0.0
2023-03-26 00:02:43,47.505,45.071,0.0,0.0
2023-03-26 00:02:44,45.95,43.45,0.0,0.0
2023-03-26 00:02:45,46.086,43.586,0.0,0.0
2023-03-26 00:02:46,45.567,43.067,0.0,0.0
2023-03-26 00:02:47,45.75,43.25,0.0,0.0
2023-03-26 00:02:48,46.68,44.18,0.0,0.0
2023-03-26 00:02:49,46.233,43.733,0.0,0.0
2023-03-26 00:02:50,46.1,43.6,0.0,0.0
2023-03-26 00:02:51,45.798,43.312,0.0,0.0
2023-03-26 00:02:52,46.694,44.28,0.0,0.0
2023-03-26 00:02:53,46.229,43.729,0.0,0.0
2023-03-26 00:02:54,45.786,43.267,0.0,0.0
2023-03-26 00:02:55,46.314,43.614,0.0,0.0
2023-03-26 00:02:56,46.057,43.357,0.0,0.0
2023-03-26 00:02:57,46.89,44.333,0.0,0.0
2023-03-26 00:02:58,45.729,43.229,0.0,0.0
