timestamp,smartMeter,microwave,kettle,computer
2023-03-25 00:00:00,272.6,0.0,0.0,0.0
2023-03-25 00:00:01,272.6,0.0,0.0,0.0
2023-03-25 00:00:02,272.538,0.0,0.0,0.0
2023-03-25 00:00:03,272.524,0.0,0.0,0.0
2023-03-25 00:00:04,272.524,0.0,0.0,0.0
2023-03-25 00:00:05,272.695,0.0,0.0,0.0
2023-03-25 00:00:06,272.954,0.0,0.0,0.0
2023-03-25 00:00:07,272.79,0.0,0.0,0.0
2023-03-25 00:00:08,272.624,0.0,0.0,0.0
2023-03-25 00:00:09,272.667,0.0,0.0,0.0
2023-03-25 00:00:10,272.667,0.0,0.0,0.0
2023-03-25 00:00:11,272.605,0.0,0.0,0.0
2023-03-25 00:00:12,272.538,0.0,0.0,0.0
2023-03-25 00:00:13,272.633,0.0,0.0,0.0
2023-03-25 00:00:14,272.624,0.0,0.0,0.0
2023-03-25 00:00:15,272.65,0.0,0.0,0.0
2023-03-25 00:00:16,272.581,0.0,0.0,0.0
2023-03-25 00:00:17,272.65,0.0,0.0,0.0
2023-03-25 00:00:18,272.612,0.0,0.0,0.0
2023-03-25 00:00:19,272.748,0.0,0.0,0.0
2023-03-25 00:00:20,272.683,0.0,0.0,0.0
2023-03-25 00:00:21,272.624,0.0,0.0,0.0
2023-03-25 00:00:22,272.617,0.0,0.0,0.0
2023-03-25 00:00:23,272.617,0.0,0.0,0.0
2023-03-25 00:00:24,272.624,0.0,0.0,0.0
2023-03-25 00:00:25,272.667,0.0,0.0,0.0
2023-03-25 00:00:26,272.567,0.0,0.0,0.0
2023-03-25 00:00:27,272.652,0.0,0.0,0.0
2023-03-25 00:00:28,272.604,0.0,0.0,0.0
2023-03-25 00:00:29,272.55,0.0,0.0,0.0
2023-03-25 00:00:30,272.524,0.0,0.0,0.0
2023-03-25 00:00:31,272.471,0.0,0.0,0.0
2023-03-25 00:00:32,272.557,0.0,0.0,0.0
2023-03-25 00:00:33,272.617,0.0,0.0,0.0
2023-03-25 00:00:34,272.667,0.0,0.0,0.0
2023-03-25 00:00:35,272.733,0.0,0.0,0.0
2023-03-25 00:00:36,272.838,0.0,0.0,0.0
2023-03-25 00:00:37,272.707,0.0,0.0,0.0
2023-03-25 00:00:38,272.619,0.0,0.0,0.0
2023-03-25 00:00:39,272.607,0.0,0.0,0.0
2023-03-25 00:00:40,272.533,0.0,0.0,0.0
2023-03-25 00:00:41,272.574,0.0,0.0,0.0
2023-03-25 00:00:42,272.695,0.0,0.0,0.0
2023-03-25 00:00:43,272.652,0.0,0.0,0.0
2023-03-25 00:00:44,272.65,0.0,0.0,0.0
2023-03-25 00:00:45,272.667,0.0,0.0,0.0
2023-03-25 00:00:46,272.624,0.0,0.0,0.0
2023-03-25 00:00:47,272.474,0.0,0.0,0.0
2023-03-25 00:00:48,272.54,0.0,0.0,0.0
2023-03-25 00:00:49,272.61,0.0,0.0,0.0
2023-03-25 00:00:50,272.667,0.0,0.0,0.0
2023-03-25 00:00:51,272.683,0.0,0.0,0.0
2023-03-25 00:00:52,272.652,0.0,0.0,0.0
2023-03-25 00:00:53,272.667,0.0,0.0,0.0
2023-03-25 00:00:54,272.667,0.0,0.0,0.0
2023-03-25 00:00:55,272.667,0.0,0.0,0.0
2023-03-25 00:00:56,272.667,0.0,0.0,0.0
2023-03-25 00:00:57,272.573,0.0,0.0,0.0
2023-03-25 00:00:58,272.6,0.0,0.0,0.0
2023-03-25 00:00:59,272.605,0.0,0.0,0.0
2023-03-25 00:01:00,272.567,0.0,0.0,0.0
2023-03-25 00:01:01,272.467,0.0,0.0,0.0
2023-03-25 00:01:02,272.481,0.0,0.0,0.0
2023-03-25 00:01:03,272.567,0.0,0.0,0.0
2023-03-25 00:01:04,272.552,0.0,0.0,0.0
2023-03-25 00:01:05,272.774,0.0,0.0,0.0
2023-03-25 00:01:06,272.843,0.0,0.0,0.0
2023-03-25 00:01:07,272.6,0.0,0.0,0.0
2023-03-25 00:01:08,272.667,0.0,0.0,0.0
2023-03-25 00:01:09,272.595,0.0,0.0,0.0
2023-03-25 00:01:10,272.652,0.0,0.0,0.0
2023-03-25 00:01:11,272.567,0.0,0.0,0.0
2023-03-25 00:01:12,272.6,0.0,0.0,0.0
2023-03-25 00:01:13,272.567,0.0,0.0,0.0
2023-03-25 00:01:14,272.604,0.0,0.0,0.0
2023-03-25 00:01:15,272.533,0.0,0.0,0.0
2023-03-25 00:01:16,272.567,0.0,0.0,0.0
2023-03-25 00:01:17,272.667,0.0,0.0,0.0
2023-03-25 00:01:18,272.667,0.0,0.0,0.0
2023-03-25 00:01:19,272.638,0.0,0.0,0.0
2023-03-25 00:01:20,272.576,0.0,0.0,0.0
2023-03-25 00:01:21,273.121,0.0,0.0,0.0
2023-03-25 00:01:22,272.952,0.0,0.0,0.0
2023-03-25 00:01:23,272.938,0.0,0.0,0.0
2023-03-25 00:01:24,272.61,0.0,0.0,0.0
2023-03-25 00:01:25,272.54,0.0,0.0,0.0
2023-03-25 00:01:26,272.567,0.0,0.0,0.0
2023-03-25 00:01:27,272.836,0.0,0.0,0.0
2023-03-25 00:01:28,272.995,0.0,0.0,0.0
2023-03-25 00:01:29,273.033,0.0,0.0,0.0
2023-03-25 00:01:30,272.952,0.0,0.0,0.0
2023-03-25 00:01:31,273.095,0.0,0.0,0.0
2023-03-25 00:01:32,272.886,0.0,0.0,0.0
2023-03-25 00:01:33,272.633,0.0,0.0,0.0
2023-03-25 00:01:34,272.55,0.0,0.0,0.0
2023-03-25 00:01:35,272.619,0.0,0.0,0.0
2023-03-25 00:01:36,273.024,0.0,0.0,0.0
2023-03-25 00:01:37,272.714,0.0,0.0,0.0
2023-03-25 00:01:38,272.605,0.0,0.0,0.0
2023-03-25 00:01:39,272.557,0.0,0.0,0.0
2023-03-25 00:01:40,272.638,0.0,0.0,0.0
2023-03-25 00:01:41,272.617,0.0,0.0,0.0
2023-03-25 00:01:42,272.667,0.0,0.0,0.0
2023-03-25 00:01:43,272.824,0.0,0.0,0.0
2023-03-25 00:01:44,272.824,0.0,0.0,0.0
2023-03-25 00:01:45,272.627,0.0,0.0,0.0
2023-03-25 00:01:46,272.6,0.0,0.0,0.0
2023-03-25 00:01:47,272.51,0.0,0.0,0.0
2023-03-25 00:01:48,272.652,0.0,0.0,0.0
2023-03-25 00:01:49,272.617,0.0,0.0,0.0
2023-03-25 00:01:50,272.654,0.0,0.0,0.0
2023-03-25 00:01:51,272.667,0.0,0.0,0.0
2023-03-25 00:01:52,272.595,0.0,0.0,0.0
2023-03-25 00:01:53,272.567,0.0,0.0,0.0
2023-03-25 00:01:54,272.624,0.0,0.0,0.0
2023-03-25 00:01:55,272.633,0.0,0.0,0.0
2023-03-25 00:01:56,272.624,0.0,0.0,0.0
2023-03-25 00:01:57,272.51,0.0,0.0,0.0
2023-03-25 00:01:58,272.627,0.0,0.0,0.0
2023-03-25 00:01:59,272.65,0.0,0.0,0.0
2023-03-25 00:02:00,272.624,0.0,0.0,0.0
2023-03-25 00:02:01,272.61,0.0,0.0,0.0
2023-03-25 00:02:02,272.667,0.0,0.0,0.0
2023-03-25 00:02:03,272.581,0.0,0.0,0.0
2023-03-25 00:02:04,272.602,0.0,0.0,0.0
2023-03-25 00:02:05,272.793,0.0,0.0,0.0
