timestamp,smartMeter,computer,microwave,kettle
2022-12-18 00:00:00,27.633,24.933,0.0,0.0
2022-12-18 00:00:01,27.617,24.933,0.0,0.0
2022-12-18 00:00:02,27.476,24.933,0.0,0.0
2022-12-18 00:00:03,27.69,24.933,0.0,0.0
2022-12-18 00:00:04,27.348,24.933,0.0,0.0
2022-12-18 00:00:05,27.39,24.933,0.0,0.0
2022-12-18 00:00:06,27.433,24.933,0.0,0.0
2022-12-18 00:00:07,27.433,24.933,0.0,0.0
2022-12-18 00:00:08,27.376,24.933,0.0,0.0
2022-12-18 00:00:09,27.393,24.933,0.0,0.0
2022-12-18 00:00:10,27.376,24.933,0.0,0.0
2022-12-18 00:00:11,27.326,24.933,0.0,0.0
2022-12-18 00:00:12,27.805,24.933,0.0,0.0
2022-12-18 00:00:13,27.952,24.933,0.0,0.0
2022-12-18 00:00:14,27.648,24.933,0.0,0.0
2022-12-18 00:00:15,27.49,24.933,0.0,0.0
2022-12-18 00:00:16,27.962,24.933,0.0,0.0
2022-12-18 00:00:17,27.733,24.933,0.0,0.0
2022-12-18 00:00:18,27.833,24.933,0.0,0.0
2022-12-18 00:00:19,27.433,24.933,0.0,0.0
2022-12-18 00:00:20,27.376,24.933,0.0,0.0
2022-12-18 00:00:21,27.367,24.933,0.0,0.0
2022-12-18 00:00:22,27.313,24.933,0.0,0.0
2022-12-18 00:00:23,27.295,24.933,0.0,0.0
2022-12-18 00:00:24,27.433,24.933,0.0,0.0
2022-12-18 00:00:25,27.376,24.933,0.0,0.0
2022-12-18 00:00:26,27.376,24.933,0.0,0.0
2022-12-18 00:00:27,27.433,24.933,0.0,0.0
2022-12-18 00:00:28,27.433,24.933,0.0,0.0
2022-12-18 00:00:29,27.433,24.933,0.0,0.0
2022-12-18 00:00:30,27.433,24.933,0.0,0.0
2022-12-18 00:00:31,27.433,24.933,0.0,0.0
2022-12-18 00:00:32,27.448,24.933,0.0,0.0
2022-12-18 00:00:33,27.667,24.933,0.0,0.0
2022-12-18 00:00:34,27.343,24.933,0.0,0.0
2022-12-18 00:00:35,27.39,24.933,0.0,0.0
2022-12-18 00:00:36,27.433,24.933,0.0,0.0
2022-12-18 00:00:37,27.433,24.933,0.0,0.0
2022-12-18 00:00:38,27.4,24.933,0.0,0.0
2022-12-18 00:00:39,27.39,24.933,0.0,0.0
2022-12-18 00:00:40,27.348,24.933,0.0,0.0
2022-12-18 00:00:41,27.362,24.933,0.0,0.0
2022-12-18 00:00:42,27.31,24.933,0.0,0.0
2022-12-18 00:00:43,27.433,24.933,0.0,0.0
2022-12-18 00:00:44,27.433,24.933,0.0,0.0
2022-12-18 00:00:45,27.433,24.933,0.0,0.0
2022-12-18 00:00:46,27.433,24.933,0.0,0.0
2022-12-18 00:00:47,27.433,24.933,0.0,0.0
2022-12-18 00:00:48,27.362,24.933,0.0,0.0
2022-12-18 00:00:49,27.376,24.933,0.0,0.0
2022-12-18 00:00:50,27.376,24.933,0.0,0.0
2022-12-18 00:00:51,27.367,24.933,0.0,0.0
2022-12-18 00:00:52,27.39,24.933,0.0,0.0
2022-12-18 00:00:53,27.433,24.933,0.0,0.0
2022-12-18 00:00:54,27.419,24.933,0.0,0.0
2022-12-18 00:00:55,27.333,24.933,0.0,0.0
2022-12-18 00:00:56,27.4,24.933,0.0,0.0
2022-12-18 00:00:57,27.39,24.933,0.0,0.0
2022-12-18 00:00:58,27.433,24.933,0.0,0.0
2022-12-18 00:00:59,27.376,24.933,0.0,0.0
2022-12-18 00:01:00,27.319,24.933,0.0,0.0
2022-12-18 00:01:01,27.419,24.933,0.0,0.0
2022-12-18 00:01:02,27.419,24.933,0.0,0.0
2022-12-18 00:01:03,27.59,24.933,0.0,0.0
2022-12-18 00:01:04,27.405,24.933,0.0,0.0
2022-12-18 00:01:05,27.35,24.933,0.0,0.0
2022-12-18 00:01:06,27.462,24.933,0.0,0.0
2022-12-18 00:01:07,27.419,24.933,0.0,0.0
2022-12-18 00:01:08,27.25,24.933,0.0,0.0
2022-12-18 00:01:09,27.265,24.933,0.0,0.0
2022-12-18 00:01:10,27.319,24.933,0.0,0.0
2022-12-18 00:01:11,27.376,24.933,0.0,0.0
2022-12-18 00:01:12,27.34,24.933,0.0,0.0
2022-12-18 00:01:13,27.433,24.933,0.0,0.0
2022-12-18 00:01:14,27.433,24.933,0.0,0.0
2022-12-18 00:01:15,27.633,24.933,0.0,0.0
2022-12-18 00:01:16,27.919,24.933,0.0,0.0
2022-12-18 00:01:17,27.805,24.933,0.0,0.0
2022-12-18 00:01:18,27.433,24.933,0.0,0.0
2022-12-18 00:01:19,27.433,24.933,0.0,0.0
2022-12-18 00:01:20,27.433,24.933,0.0,0.0
2022-12-18 00:01:21,27.433,24.933,0.0,0.0
2022-12-18 00:01:22,27.383,24.933,0.0,0.0
2022-12-18 00:01:23,27.333,24.933,0.0,0.0
2022-12-18 00:01:24,27.29,24.933,0.0,0.0
2022-12-18 00:01:25,27.376,24.933,0.0,0.0
2022-12-18 00:01:26,27.433,24.933,0.0,0.0
2022-12-18 00:01:27,27.433,24.933,0.0,0.0
2022-12-18 00:01:28,27.433,24.933,0.0,0.0
2022-12-18 00:01:29,27.376,24.933,0.0,0.0
2022-12-18 00:01:30,27.333,24.933,0.0,0.0
2022-12-18 00:01:31,27.405,24.933,0.0,0.0
2022-12-18 00:01:32,27.462,24.933,0.0,0.0
2022-12-18 00:01:33,27.69,24.933,0.0,0.0
2022-12-18 00:01:34,27.548,24.933,0.0,0.0
2022-12-18 00:01:35,27.356,24.933,0.0,0.0
2022-12-18 00:01:36,27.433,24.933,0.0,0.0
2022-12-18 00:01:37,27.433,24.933,0.0,0.0
2022-12-18 00:01:38,27.408,24.933,0.0,0.0
2022-12-18 00:01:39,27.348,24.933,0.0,0.0
2022-12-18 00:01:40,27.376,24.933,0.0,0.0
2022-12-18 00:01:41,27.39,24.933,0.0,0.0
2022-12-18 00:01:42,27.433,24.933,0.0,0.0
2022-12-18 00:01:43,27.433,24.933,0.0,0.0
2022-12-18 00:01:44,27.376,24.933,0.0,0.0
2022-12-18 00:01:45,27.433,24.933,0.0,0.0
2022-12-18 00:01:46,27.31,24.933,0.0,0.0
2022-12-18 00:01:47,27.433,24.933,0.0,0.0
2022-12-18 00:01:48,27.433,24.933,0.0,0.0
2022-12-18 00:01:49,27.35,24.933,0.0,0.0
2022-12-18 00:01:50,27.648,24.933,0.0,0.0
2022-12-18 00:01:51,27.39,24.933,0.0,0.0
2022-12-18 00:01:52,27.433,24.933,0.0,0.0
2022-12-18 00:01:53,27.433,24.933,0.0,0.0
2022-12-18 00:01:54,27.419,24.933,0.0,0.0
2022-12-18 00:01:55,27.283,24.933,0.0,0.0
2022-12-18 00:01:56,27.433,24.933,0.0,0.0
2022-12-18 00:01:57,27.376,24.933,0.0,0.0
2022-12-18 00:01:58,27.405,24.933,0.0,0.0
2022-12-18 00:01:59,27.405,24.933,0.0,0.0
2022-12-18 00:02:00,27.433,24.933,0.0,0.0
2022-12-18 00:02:01,27.419,24.933,0.0,0.0
2022-12-18 00:02:02,27.333,24.933,0.0,0.0
2022-12-18 00:02:03,27.619,24.933,0.0,0.0
2022-12-18 00:02:04,27.59,24.933,0.0,0.0
2022-12-18 00:02:05,27.467,24.933,0.0,0.0
2022-12-18 00:02:06,27.433,24.933,0.0,0.0
2022-12-18 00:02:07,27.419,24.933,0.0,0.0
2022-12-18 00:02:08,27.322,24.933,0.0,0.0
2022-12-18 00:02:09,27.333,24.933,0.0,0.0
2022-12-18 00:02:10,27.576,24.933,0.0,0.0
2022-12-18 00:02:11,27.576,24.933,0.0,0.0
2022-12-18 00:02:12,27.333,24.933,0.0,0.0
2022-12-18 00:02:13,27.433,24.933,0.0,0.0
2022-12-18 00:02:14,27.348,24.933,0.0,0.0
2022-12-18 00:02:15,27.267,24.933,0.0,0.0
2022-12-18 00:02:16,27.305,24.933,0.0,0.0
2022-12-18 00:02:17,27.753,24.933,0.0,0.0
2022-12-18 00:02:18,27.876,24.933,0.0,0.0
2022-12-18 00:02:19,27.533,24.933,0.0,0.0
2022-12-18 00:02:20,27.81,24.933,0.0,0.0
2022-12-18 00:02:21,27.883,24.933,0.0,0.0
2022-12-18 00:02:22,27.683,24.933,0.0,0.0
2022-12-18 00:02:23,27.333,24.933,0.0,0.0
2022-12-18 00:02:24,27.383,24.933,0.0,0.0
2022-12-18 00:02:25,27.433,24.933,0.0,0.0
2022-12-18 00:02:26,27.419,24.933,0.0,0.0
2022-12-18 00:02:27,27.324,24.933,0.0,0.0
2022-12-18 00:02:28,27.433,24.933,0.0,0.0
2022-12-18 00:02:29,27.433,24.933,0.0,0.0
2022-12-18 00:02:30,27.433,24.933,0.0,0.0
2022-12-18 00:02:31,27.433,24.933,0.0,0.0
2022-12-18 00:02:32,27.419,24.933,0.0,0.0
2022-12-18 00:02:33,27.667,24.933,0.0,0.0
2022-12-18 00:02:34,27.31,24.933,0.0,0.0
2022-12-18 00:02:35,27.281,24.933,0.0,0.0
2022-12-18 00:02:36,27.267,24.933,0.0,0.0
2022-12-18 00:02:37,27.305,24.933,0.0,0.0
2022-12-18 00:02:38,27.419,24.933,0.0,0.0
2022-12-18 00:02:39,27.348,24.933,0.0,0.0
2022-12-18 00:02:40,27.419,24.933,0.0,0.0
2022-12-18 00:02:41,27.362,24.933,0.0,0.0
2022-12-18 00:02:42,27.383,24.933,0.0,0.0
2022-12-18 00:02:43,27.433,24.933,0.0,0.0
2022-12-18 00:02:44,27.433,24.933,0.0,0.0
2022-12-18 00:02:45,27.433,24.933,0.0,0.0
2022-12-18 00:02:46,27.353,24.933,0.0,0.0
2022-12-18 00:02:47,27.4,24.933,0.0,0.0
2022-12-18 00:02:48,27.371,24.933,0.0,0.0
2022-12-18 00:02:49,27.348,24.933,0.0,0.0
2022-12-18 00:02:50,27.433,24.933,0.0,0.0
2022-12-18 00:02:51,27.362,24.933,0.0,0.0
2022-12-18 00:02:52,27.35,24.933,0.0,0.0
2022-12-18 00:02:53,27.433,24.933,0.0,0.0
2022-12-18 00:02:54,27.348,24.933,0.0,0.0
2022-12-18 00:02:55,27.333,24.933,0.0,0.0
2022-12-18 00:02:56,27.348,24.933,0.0,0.0
2022-12-18 00:02:57,27.383,24.933,0.0,0.0
2022-12-18 00:02:58,27.39,24.933,0.0,0.0
2022-12-18 00:02:59,27.433,24.933,0.0,0.0
2022-12-18 00:03:00,27.319,24.933,0.0,0.0
2022-12-18 00:03:01,27.383,24.933,0.0,0.0
2022-12-18 00:03:02,27.382,24.933,0.0,0.0
2022-12-18 00:03:03,27.733,24.933,0.0,0.0
2022-12-18 00:03:04,27.748,24.933,0.0,0.0
2022-12-18 00:03:05,27.833,24.933,0.0,0.0
2022-12-18 00:03:06,27.333,24.933,0.0,0.0
2022-12-18 00:03:07,27.333,24.933,0.0,0.0
2022-12-18 00:03:08,27.376,24.933,0.0,0.0
2022-12-18 00:03:09,27.433,24.933,0.0,0.0
2022-12-18 00:03:10,27.333,24.933,0.0,0.0
2022-12-18 00:03:11,27.39,24.933,0.0,0.0
2022-12-18 00:03:12,27.333,24.933,0.0,0.0
2022-12-18 00:03:13,27.383,24.933,0.0,0.0
2022-12-18 00:03:14,27.421,24.933,0.0,0.0
2022-12-18 00:03:15,27.433,24.933,0.0,0.0
2022-12-18 00:03:16,27.383,24.933,0.0,0.0
2022-12-18 00:03:17,27.262,24.933,0.0,0.0
2022-12-18 00:03:18,27.348,24.933,0.0,0.0
