name,start_time,end_time
"kettle",2023-02-10 11:13:44,2023-02-10 11:14:10
"microwave",2023-02-10 21:34:26,2023-02-10 22:52:51
"coffee machine",2023-02-10 21:59:07,2023-02-10 22:03:28
"computer",2023-02-10 22:10:00,2023-02-10 22:25:27
