name,start_time,end_time
"kettle",2023-02-24 11:23:59,2023-02-24 11:24:13
"microwave",2023-02-24 20:42:11,2023-02-24 20:42:31
"coffee machine",2023-02-24 21:55:33,2023-02-24 21:59:34
"computer",2023-02-24 22:10:00,2023-02-24 00:20:55
