name,start_time,end_time
"kettle",2023-04-24 09:42:13,2023-04-24 09:43:30
"computer",2023-04-24 11:19:06,2023-04-24 12:24:34
"coffee machine",2023-04-24 14:55:03,2023-04-24 15:04:11
"microwave",2023-04-24 20:15:04,2023-04-24 20:19:26
"coffee machine",2023-04-24 22:00:52,2023-04-24 22:04:53
"computer",2023-04-24 22:10:00,2023-04-24 22:11:24
