epoch,accuracy,loss,precision,recall
0,0.9674193859100342,0.08663150668144226,0.6066997647285461,0.366092711687088
1,0.971863865852356,0.07388220727443695,0.6759998202323914,0.475702702999115
2,0.9735849499702454,0.06940903514623642,0.6969392895698547,0.5199414491653442
3,0.9748594760894775,0.06703785806894302,0.7124332785606384,0.5496835112571716
4,0.9756150841712952,0.06626275181770325,0.7226674556732178,0.5645886063575745
5,0.9763808846473694,0.0619841068983078,0.7299443483352661,0.5849043726921082
6,0.9767688512802124,0.0579555444419384,0.7323761582374573,0.5971210598945618
7,0.9780968427658081,0.0547834075987339,0.745257556438446,0.6296876072883606
8,0.9783576130867004,0.053579915314912796,0.7410738468170166,0.6476894021034241
9,0.9795380234718323,0.05065430328249931,0.7500187754631042,0.6794732213020325
