name,start_time,end_time
"kettle",2023-02-28 09:40:07,2023-02-28 09:40:40
"computer",2023-02-28 11:17:08,2023-02-28 12:08:37
"coffee machine",2023-02-28 14:31:10,2023-02-28 14:38:30
"microwave",2023-02-28 20:51:28,2023-02-28 22:09:53
"coffee machine",2023-02-28 22:06:34,2023-02-28 22:15:42
"computer",2023-02-28 22:10:00,2023-02-28 00:33:37
