epoch,loss,precision_coffee machine,precision_computer,precision_kettle,precision_lamp,precision_microwave,precision_printer,precision_radio,precision_television,recall_coffee machine,recall_computer,recall_kettle,recall_lamp,recall_microwave,recall_printer,recall_radio,recall_television,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_lamp,val_precision_microwave,val_precision_printer,val_precision_radio,val_precision_television,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_lamp,val_recall_microwave,val_recall_printer,val_recall_radio,val_recall_television
0,0.01927095651626587,0.0,0.0,0.0,0.6709956526756287,0.0,0.629487156867981,0.1666666716337204,0.9092826843261719,0.0,0.0,0.0,0.4858934283256531,0.0,0.26992854475975037,0.125,0.5106635093688965,0.11853087693452835,0.0,0.0,0.0,0.7749999761581421,0.0,0.17805808782577515,0.8684210777282715,0.7977706789970398,0.0,0.0,0.0,0.40390878915786743,0.0,0.0993615984916687,0.6470588445663452,0.5921986103057861
1,0.010579763911664486,0.0,0.0,0.0,0.8609022498130798,0.0,0.761904776096344,0.8333333134651184,0.9651837348937988,0.0,0.0,0.0,0.7178683280944824,0.0,0.5541506409645081,0.7291666865348816,0.5912322402000427,0.1128506064414978,0.0,0.0,0.0,0.9627329111099243,0.0,0.3475031554698944,0.9555555582046509,0.7151051759719849,0.0,0.0,0.0,0.25244298577308655,0.0,0.3599607050418854,0.843137264251709,0.8841607570648193
2,0.009520125575363636,0.0,0.0,0.0,0.9450980424880981,0.0,0.7770700454711914,0.8888888955116272,0.9616788029670715,0.0,0.0,0.0,0.7554858922958374,0.0,0.603628396987915,0.8333333134651184,0.6244075894355774,0.14860619604587555,0.0,0.0,0.0,0.9441860318183899,0.0,0.4055522084236145,0.9268292784690857,0.7882882952690125,0.0,0.0,0.0,0.33061888813972473,0.0,0.4400065541267395,0.7450980544090271,0.6205673813819885
3,0.009396200068295002,0.0,0.0,0.0,0.9007353186607361,0.0,0.8027874827384949,0.8444444537162781,0.9870610237121582,0.0,0.0,0.0,0.7680251002311707,0.0,0.6333150267601013,0.7916666865348816,0.6327013969421387,0.04712190479040146,0.0,0.0,0.0,0.7833935022354126,0.0,0.5965996980667114,0.8541666865348816,0.7474150657653809,0.0,0.0,0.0,0.3534201979637146,0.0,0.25274184346199036,0.8039215803146362,0.5981087684631348
4,0.007211263757199049,0.0,0.0,0.0,0.9442379474639893,0.0,0.8258984088897705,0.914893627166748,0.9821428656578064,0.0,0.0,0.0,0.7962382435798645,0.0,0.7328202128410339,0.8958333134651184,0.7168246507644653,0.06220649182796478,0.0,0.0,0.0,0.9200000166893005,0.0,0.5498608350753784,1.0,0.6160990595817566,0.0,0.0,0.0,0.3371335566043854,0.0,0.38811588287353516,0.7254902124404907,0.7056737542152405
5,0.006034507881850004,0.0,0.0,0.0,0.9386281371116638,0.0,0.8318042755126953,0.8913043737411499,0.9691275358200073,0.0,0.0,0.0,0.815047025680542,0.0,0.7476635575294495,0.8541666865348816,0.8554502129554749,0.12925294041633606,0.0,0.0,0.0,0.9252336621284485,0.0,0.251221626996994,0.8666666746139526,0.5405405163764954,0.0,0.0,0.0,0.3224755823612213,0.0,0.286135196685791,0.7647058963775635,0.6382978558540344
6,0.0048464941792190075,0.0,0.0,0.0,0.9370629191398621,0.0,0.8525564670562744,0.875,0.9740419983863831,0.0,0.0,0.0,0.8401253819465637,0.0,0.788345217704773,0.875,0.9336493015289307,0.08375320583581924,0.0,0.0,0.0,0.6777777671813965,0.0,0.6042309403419495,0.9523809552192688,0.4829642176628113,0.0,0.0,0.0,0.2980456054210663,0.0,0.4488459527492523,0.3921568691730499,0.6702127456665039
7,0.004829114768654108,0.0,0.0,0.0,0.9155405163764954,0.0,0.8509501218795776,1.0,0.9887217879295349,0.0,0.0,0.0,0.8495298027992249,0.0,0.7877954840660095,0.9375,0.9348341226577759,0.06970249861478806,0.0,0.0,0.0,0.9227467775344849,0.0,0.4964340329170227,0.9534883499145508,0.6066513657569885,0.0,0.0,0.0,0.3501628637313843,0.0,0.3190374970436096,0.8039215803146362,0.6252955198287964
8,0.006340406369417906,0.0,0.0,0.0,0.9236111044883728,0.0,0.8252720832824707,0.914893627166748,0.9666203260421753,0.0,0.0,0.0,0.8338558077812195,0.0,0.7504122853279114,0.8958333134651184,0.8234597444534302,0.05127684772014618,0.0,0.0,0.0,0.9153845906257629,0.0,0.689564049243927,0.9523809552192688,0.5723336935043335,0.0,0.0,0.0,0.3876221477985382,0.0,0.6835815906524658,0.7843137383460999,0.6406619548797607
9,0.005396951921284199,0.0,0.0,0.0,0.9463087320327759,0.0,0.8335373401641846,0.914893627166748,0.9820051193237305,0.0,0.0,0.0,0.8840125203132629,0.0,0.7487630844116211,0.8958333134651184,0.9052132964134216,0.1649942249059677,0.0,0.0,0.0,0.939393937587738,0.0,0.34324362874031067,0.9555555582046509,0.6113033294677734,0.0,0.0,0.0,0.25244298577308655,0.0,0.3987559378147125,0.843137264251709,0.6264775395393372
