name,start_time,end_time
"kettle",2023-05-22 10:11:34,2023-05-22 10:11:55
"computer",2023-05-22 10:51:39,2023-05-22 10:59:06
"coffee machine",2023-05-22 15:10:30,2023-05-22 15:19:38
"microwave",2023-05-22 20:27:26,2023-05-22 20:27:46
"coffee machine",2023-05-22 21:54:39,2023-05-22 21:58:13
"computer",2023-05-22 22:10:00,2023-05-22 00:17:34
