name,start_time,end_time
"kettle",2023-01-02 10:12:54,2023-01-02 10:13:16
"computer",2023-01-02 10:57:05,2023-01-02 11:48:34
"coffee machine",2023-01-02 14:54:48,2023-01-02 15:18:08
"microwave",2023-01-02 21:23:21,2023-01-02 21:23:40
"coffee machine",2023-01-02 21:52:05,2023-01-02 22:00:14
"computer",2023-01-02 22:10:00,2023-01-02 22:41:25
