name,start_time,end_time
"kettle",2022-12-28 09:46:40,2022-12-28 09:47:10
"computer",2022-12-28 10:44:03,2022-12-28 10:51:32
"coffee machine",2022-12-28 14:49:54,2022-12-28 14:54:47
"microwave",2022-12-28 20:35:48,2022-12-28 21:32:16
"coffee machine",2022-12-28 22:06:17,2022-12-28 22:10:38
"computer",2022-12-28 22:10:00,2022-12-28 22:24:30
