name,start_time,end_time
"kettle",2023-03-01 10:27:51,2023-03-01 10:28:16
"computer",2023-03-01 11:03:29,2023-03-01 11:10:58
"coffee machine",2023-03-01 15:04:21,2023-03-01 15:11:20
"microwave",2023-03-01 20:23:39,2023-03-01 20:23:54
"coffee machine",2023-03-01 22:02:34,2023-03-01 22:10:43
"computer",2023-03-01 22:10:00,2023-03-01 22:49:12
