name,start_time,end_time
"kettle",2023-03-21 09:53:09,2023-03-21 09:54:21
"computer",2023-03-21 11:08:20,2023-03-21 13:05:41
"coffee machine",2023-03-21 14:56:38,2023-03-21 15:00:55
"microwave",2023-03-21 21:24:59,2023-03-21 21:25:14
"coffee machine",2023-03-21 22:01:23,2023-03-21 22:09:32
"computer",2023-03-21 22:10:00,2023-03-21 22:24:30
