name,start_time,end_time
"kettle",2023-04-17 09:43:56,2023-04-17 09:44:21
"computer",2023-04-17 11:07:17,2023-04-17 11:14:46
"coffee machine",2023-04-17 14:47:53,2023-04-17 14:51:27
"microwave",2023-04-17 21:33:24,2023-04-17 21:33:57
"coffee machine",2023-04-17 21:55:05,2023-04-17 21:59:26
"computer",2023-04-17 22:10:00,2023-04-17 22:32:05
