name,start_time,end_time
"kettle",2023-03-30 09:42:49,2023-03-30 09:43:18
"computer",2023-03-30 11:20:55,2023-03-30 13:18:16
"coffee machine",2023-03-30 15:28:13,2023-03-30 15:31:47
"microwave",2023-03-30 20:59:21,2023-03-30 20:59:41
"coffee machine",2023-03-30 22:02:15,2023-03-30 22:09:35
"computer",2023-03-30 22:10:00,2023-03-30 22:42:12
