name,start_time,end_time
"kettle",2023-01-06 11:17:21,2023-01-06 11:17:58
"microwave",2023-01-06 20:18:57,2023-01-06 20:23:19
"coffee machine",2023-01-06 22:05:05,2023-01-06 22:28:25
"computer",2023-01-06 22:10:00,2023-01-06 23:07:19
