name,start_time,end_time
"kettle",2023-05-09 09:43:55,2023-05-09 09:44:37
"computer",2023-05-09 10:55:16,2023-05-09 13:02:37
"coffee machine",2023-05-09 14:57:55,2023-05-09 15:02:16
"microwave",2023-05-09 21:28:28,2023-05-09 21:28:43
"coffee machine",2023-05-09 22:05:25,2023-05-09 22:09:26
"computer",2023-05-09 22:10:00,2023-05-09 22:40:36
