name,start_time,end_time
"kettle",2023-01-13 11:12:44,2023-01-13 11:13:24
"microwave",2023-01-13 20:55:31,2023-01-13 20:55:46
"coffee machine",2023-01-13 21:52:10,2023-01-13 22:00:19
"computer",2023-01-13 22:10:00,2023-01-13 00:33:37
