timestamp,smartMeter,kettle,computer,coffee machine,microwave
2023-03-06 00:00:00,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:00:01,245.086,0.0,0.0,0.0,0.0
2023-03-06 00:00:02,245.021,0.0,0.0,0.0,0.0
2023-03-06 00:00:03,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:04,245.088,0.0,0.0,0.0,0.0
2023-03-06 00:00:05,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:00:06,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:00:07,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:08,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:00:09,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:10,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:11,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:12,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:00:13,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:14,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:15,244.993,0.0,0.0,0.0,0.0
2023-03-06 00:00:16,244.998,0.0,0.0,0.0,0.0
2023-03-06 00:00:17,245.005,0.0,0.0,0.0,0.0
2023-03-06 00:00:18,244.957,0.0,0.0,0.0,0.0
2023-03-06 00:00:19,244.983,0.0,0.0,0.0,0.0
2023-03-06 00:00:20,245.086,0.0,0.0,0.0,0.0
2023-03-06 00:00:21,245.04,0.0,0.0,0.0,0.0
2023-03-06 00:00:22,245.08,0.0,0.0,0.0,0.0
2023-03-06 00:00:23,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:24,245.014,0.0,0.0,0.0,0.0
2023-03-06 00:00:25,245.01,0.0,0.0,0.0,0.0
2023-03-06 00:00:26,244.986,0.0,0.0,0.0,0.0
2023-03-06 00:00:27,245.007,0.0,0.0,0.0,0.0
2023-03-06 00:00:28,244.995,0.0,0.0,0.0,0.0
2023-03-06 00:00:29,244.917,0.0,0.0,0.0,0.0
2023-03-06 00:00:30,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:31,245.033,0.0,0.0,0.0,0.0
2023-03-06 00:00:32,244.986,0.0,0.0,0.0,0.0
2023-03-06 00:00:33,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:34,245.029,0.0,0.0,0.0,0.0
2023-03-06 00:00:35,244.993,0.0,0.0,0.0,0.0
2023-03-06 00:00:36,244.964,0.0,0.0,0.0,0.0
2023-03-06 00:00:37,245.271,0.0,0.0,0.0,0.0
2023-03-06 00:00:38,245.595,0.0,0.0,0.0,0.0
2023-03-06 00:00:39,245.533,0.0,0.0,0.0,0.0
2023-03-06 00:00:40,244.933,0.0,0.0,0.0,0.0
2023-03-06 00:00:41,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:42,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:43,245.014,0.0,0.0,0.0,0.0
2023-03-06 00:00:44,245.083,0.0,0.0,0.0,0.0
2023-03-06 00:00:45,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:00:46,244.943,0.0,0.0,0.0,0.0
2023-03-06 00:00:47,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:48,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:49,245.024,0.0,0.0,0.0,0.0
2023-03-06 00:00:50,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:51,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:52,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:53,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:54,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:00:55,245.024,0.0,0.0,0.0,0.0
2023-03-06 00:00:56,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:00:57,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:58,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:00:59,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:00,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:01,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:02,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:03,245.071,0.0,0.0,0.0,0.0
2023-03-06 00:01:04,244.957,0.0,0.0,0.0,0.0
2023-03-06 00:01:05,245.029,0.0,0.0,0.0,0.0
2023-03-06 00:01:06,244.952,0.0,0.0,0.0,0.0
2023-03-06 00:01:07,244.967,0.0,0.0,0.0,0.0
2023-03-06 00:01:08,244.943,0.0,0.0,0.0,0.0
2023-03-06 00:01:09,245.329,0.0,0.0,0.0,0.0
2023-03-06 00:01:10,245.364,0.0,0.0,0.0,0.0
2023-03-06 00:01:11,245.01,0.0,0.0,0.0,0.0
2023-03-06 00:01:12,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:13,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:01:14,244.998,0.0,0.0,0.0,0.0
2023-03-06 00:01:15,244.983,0.0,0.0,0.0,0.0
2023-03-06 00:01:16,245.017,0.0,0.0,0.0,0.0
2023-03-06 00:01:17,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:18,245.086,0.0,0.0,0.0,0.0
2023-03-06 00:01:19,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:20,245.014,0.0,0.0,0.0,0.0
2023-03-06 00:01:21,245.014,0.0,0.0,0.0,0.0
2023-03-06 00:01:22,245.012,0.0,0.0,0.0,0.0
2023-03-06 00:01:23,245.468,0.0,0.0,0.0,0.0
2023-03-06 00:01:24,245.533,0.0,0.0,0.0,0.0
2023-03-06 00:01:25,245.196,0.0,0.0,0.0,0.0
2023-03-06 00:01:26,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:01:27,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:28,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:29,245.029,0.0,0.0,0.0,0.0
2023-03-06 00:01:30,244.938,0.0,0.0,0.0,0.0
2023-03-06 00:01:31,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:01:32,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:01:33,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:01:34,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:35,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:36,245.014,0.0,0.0,0.0,0.0
2023-03-06 00:01:37,245.088,0.0,0.0,0.0,0.0
2023-03-06 00:01:38,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:39,245.243,0.0,0.0,0.0,0.0
2023-03-06 00:01:40,244.975,0.0,0.0,0.0,0.0
2023-03-06 00:01:41,244.867,0.0,0.0,0.0,0.0
2023-03-06 00:01:42,244.929,0.0,0.0,0.0,0.0
2023-03-06 00:01:43,245.086,0.0,0.0,0.0,0.0
2023-03-06 00:01:44,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:45,245.02,0.0,0.0,0.0,0.0
2023-03-06 00:01:46,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:47,244.967,0.0,0.0,0.0,0.0
2023-03-06 00:01:48,245.086,0.0,0.0,0.0,0.0
2023-03-06 00:01:49,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:01:50,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:01:51,245.21,0.0,0.0,0.0,0.0
2023-03-06 00:01:52,245.129,0.0,0.0,0.0,0.0
2023-03-06 00:01:53,245.067,0.0,0.0,0.0,0.0
2023-03-06 00:01:54,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:01:55,245.124,0.0,0.0,0.0,0.0
2023-03-06 00:01:56,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:01:57,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:01:58,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:01:59,245.129,0.0,0.0,0.0,0.0
2023-03-06 00:02:00,245.129,0.0,0.0,0.0,0.0
2023-03-06 00:02:01,245.033,0.0,0.0,0.0,0.0
2023-03-06 00:02:02,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:02:03,245.357,0.0,0.0,0.0,0.0
2023-03-06 00:02:04,245.471,0.0,0.0,0.0,0.0
2023-03-06 00:02:05,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:02:06,244.943,0.0,0.0,0.0,0.0
2023-03-06 00:02:07,244.857,0.0,0.0,0.0,0.0
2023-03-06 00:02:08,244.868,0.0,0.0,0.0,0.0
2023-03-06 00:02:09,245.036,0.0,0.0,0.0,0.0
2023-03-06 00:02:10,245.129,0.0,0.0,0.0,0.0
2023-03-06 00:02:11,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:02:12,245.075,0.0,0.0,0.0,0.0
2023-03-06 00:02:13,245.083,0.0,0.0,0.0,0.0
2023-03-06 00:02:14,245.007,0.0,0.0,0.0,0.0
2023-03-06 00:02:15,245.014,0.0,0.0,0.0,0.0
2023-03-06 00:02:16,244.986,0.0,0.0,0.0,0.0
2023-03-06 00:02:17,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:02:18,244.943,0.0,0.0,0.0,0.0
2023-03-06 00:02:19,245.157,0.0,0.0,0.0,0.0
2023-03-06 00:02:20,245.067,0.0,0.0,0.0,0.0
2023-03-06 00:02:21,244.993,0.0,0.0,0.0,0.0
2023-03-06 00:02:22,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:02:23,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:02:24,245.029,0.0,0.0,0.0,0.0
2023-03-06 00:02:25,245.083,0.0,0.0,0.0,0.0
2023-03-06 00:02:26,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:02:27,244.957,0.0,0.0,0.0,0.0
2023-03-06 00:02:28,245.057,0.0,0.0,0.0,0.0
2023-03-06 00:02:29,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:02:30,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:02:31,245.083,0.0,0.0,0.0,0.0
2023-03-06 00:02:32,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:02:33,245.071,0.0,0.0,0.0,0.0
2023-03-06 00:02:34,244.933,0.0,0.0,0.0,0.0
2023-03-06 00:02:35,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:02:36,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:02:37,245.067,0.0,0.0,0.0,0.0
2023-03-06 00:02:38,245.071,0.0,0.0,0.0,0.0
2023-03-06 00:02:39,245.2,0.0,0.0,0.0,0.0
2023-03-06 00:02:40,245.259,0.0,0.0,0.0,0.0
2023-03-06 00:02:41,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:02:42,245.254,0.0,0.0,0.0,0.0
2023-03-06 00:02:43,245.526,0.0,0.0,0.0,0.0
2023-03-06 00:02:44,245.5,0.0,0.0,0.0,0.0
2023-03-06 00:02:45,245.533,0.0,0.0,0.0,0.0
2023-03-06 00:02:46,245.457,0.0,0.0,0.0,0.0
2023-03-06 00:02:47,245.507,0.0,0.0,0.0,0.0
2023-03-06 00:02:48,245.39,0.0,0.0,0.0,0.0
2023-03-06 00:02:49,245.393,0.0,0.0,0.0,0.0
2023-03-06 00:02:50,245.486,0.0,0.0,0.0,0.0
2023-03-06 00:02:51,245.033,0.0,0.0,0.0,0.0
2023-03-06 00:02:52,245.043,0.0,0.0,0.0,0.0
2023-03-06 00:02:53,244.986,0.0,0.0,0.0,0.0
2023-03-06 00:02:54,244.967,0.0,0.0,0.0,0.0
2023-03-06 00:02:55,244.9,0.0,0.0,0.0,0.0
2023-03-06 00:02:56,244.888,0.0,0.0,0.0,0.0
2023-03-06 00:02:57,244.886,0.0,0.0,0.0,0.0
2023-03-06 00:02:58,245.1,0.0,0.0,0.0,0.0
2023-03-06 00:02:59,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:03:00,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:03:01,245.0,0.0,0.0,0.0,0.0
2023-03-06 00:03:02,245.01,0.0,0.0,0.0,0.0
2023-03-06 00:03:03,244.914,0.0,0.0,0.0,0.0
2023-03-06 00:03:04,245.4,0.0,0.0,0.0,0.0
2023-03-06 00:03:05,245.557,0.0,0.0,0.0,0.0
2023-03-06 00:03:06,245.186,0.0,0.0,0.0,0.0
2023-03-06 00:03:07,244.91,0.0,0.0,0.0,0.0
2023-03-06 00:03:08,244.92,0.0,0.0,0.0,0.0
2023-03-06 00:03:09,244.863,0.0,0.0,0.0,0.0
2023-03-06 00:03:10,245.05,0.0,0.0,0.0,0.0
2023-03-06 00:03:11,244.99,0.0,0.0,0.0,0.0
2023-03-06 00:03:12,244.929,0.0,0.0,0.0,0.0
2023-03-06 00:03:13,244.986,0.0,0.0,0.0,0.0
2023-03-06 00:03:14,244.9,0.0,0.0,0.0,0.0
2023-03-06 00:03:15,244.929,0.0,0.0,0.0,0.0
2023-03-06 00:03:16,244.9,0.0,0.0,0.0,0.0
2023-03-06 00:03:17,244.943,0.0,0.0,0.0,0.0
2023-03-06 00:03:18,244.996,0.0,0.0,0.0,0.0
2023-03-06 00:03:19,244.968,0.0,0.0,0.0,0.0
