timestamp,smartMeter,computer,kettle,coffee machine,microwave
2022-12-15 00:00:00,314.4,40.971,0.0,0.0,0.0
2022-12-15 00:00:01,313.695,40.257,0.0,0.0,0.0
2022-12-15 00:00:02,312.864,39.45,0.0,0.0,0.0
2022-12-15 00:00:03,312.926,39.85,0.0,0.0,0.0
2022-12-15 00:00:04,312.455,39.143,0.0,0.0,0.0
2022-12-15 00:00:05,314.266,40.78,0.0,0.0,0.0
2022-12-15 00:00:06,313.986,40.5,0.0,0.0,0.0
2022-12-15 00:00:07,312.743,39.3,0.0,0.0,0.0
2022-12-15 00:00:08,312.951,39.78,0.0,0.0,0.0
2022-12-15 00:00:09,313.329,39.871,0.0,0.0,0.0
2022-12-15 00:00:10,313.431,39.85,0.0,0.0,0.0
2022-12-15 00:00:11,313.8,40.357,0.0,0.0,0.0
2022-12-15 00:00:12,313.929,40.6,0.0,0.0,0.0
2022-12-15 00:00:13,313.35,40.1,0.0,0.0,0.0
2022-12-15 00:00:14,312.766,39.3,0.0,0.0,0.0
2022-12-15 00:00:15,311.814,38.214,0.0,0.0,0.0
2022-12-15 00:00:16,313.114,39.471,0.0,0.0,0.0
2022-12-15 00:00:17,312.15,38.85,0.0,0.0,0.0
2022-12-15 00:00:18,313.586,40.229,0.0,0.0,0.0
2022-12-15 00:00:19,313.733,40.033,0.0,0.0,0.0
2022-12-15 00:00:20,313.729,40.0,0.0,0.0,0.0
2022-12-15 00:00:21,314.429,41.1,0.0,0.0,0.0
2022-12-15 00:00:22,312.914,39.429,0.0,0.0,0.0
2022-12-15 00:00:23,311.443,37.943,0.0,0.0,0.0
2022-12-15 00:00:24,315.226,41.783,0.0,0.0,0.0
2022-12-15 00:00:25,318.21,45.0,0.0,0.0,0.0
2022-12-15 00:00:26,322.214,48.971,0.0,0.0,0.0
2022-12-15 00:00:27,328.581,55.167,0.0,0.0,0.0
2022-12-15 00:00:28,324.414,50.929,0.0,0.0,0.0
2022-12-15 00:00:29,312.2,38.8,0.0,0.0,0.0
2022-12-15 00:00:30,314.24,40.983,0.0,0.0,0.0
2022-12-15 00:00:31,315.064,41.95,0.0,0.0,0.0
2022-12-15 00:00:32,313.6,40.467,0.0,0.0,0.0
2022-12-15 00:00:33,313.786,40.386,0.0,0.0,0.0
2022-12-15 00:00:34,313.229,39.729,0.0,0.0,0.0
2022-12-15 00:00:35,314.971,41.5,0.0,0.0,0.0
2022-12-15 00:00:36,313.983,40.65,0.0,0.0,0.0
2022-12-15 00:00:37,313.705,40.033,0.0,0.0,0.0
2022-12-15 00:00:38,312.5,38.517,0.0,0.0,0.0
2022-12-15 00:00:39,316.745,43.067,0.0,0.0,0.0
2022-12-15 00:00:40,320.907,47.65,0.0,0.0,0.0
2022-12-15 00:00:41,321.043,48.033,0.0,0.0,0.0
2022-12-15 00:00:42,325.171,52.057,0.0,0.0,0.0
2022-12-15 00:00:43,313.714,40.286,0.0,0.0,0.0
2022-12-15 00:00:44,311.786,38.3,0.0,0.0,0.0
2022-12-15 00:00:45,315.276,41.286,0.0,0.0,0.0
2022-12-15 00:00:46,313.473,39.629,0.0,0.0,0.0
2022-12-15 00:00:47,312.679,39.35,0.0,0.0,0.0
2022-12-15 00:00:48,314.043,40.729,0.0,0.0,0.0
2022-12-15 00:00:49,314.245,40.717,0.0,0.0,0.0
2022-12-15 00:00:50,319.607,46.157,0.0,0.0,0.0
2022-12-15 00:00:51,319.993,46.471,0.0,0.0,0.0
2022-12-15 00:00:52,312.157,38.986,0.0,0.0,0.0
2022-12-15 00:00:53,312.843,39.786,0.0,0.0,0.0
2022-12-15 00:00:54,312.6,39.257,0.0,0.0,0.0
2022-12-15 00:00:55,313.438,40.071,0.0,0.0,0.0
2022-12-15 00:00:56,315.286,41.786,0.0,0.0,0.0
2022-12-15 00:00:57,318.648,45.262,0.0,0.0,0.0
2022-12-15 00:00:58,321.25,48.017,0.0,0.0,0.0
2022-12-15 00:00:59,314.057,41.0,0.0,0.0,0.0
2022-12-15 00:01:00,315.836,42.65,0.0,0.0,0.0
2022-12-15 00:01:01,312.243,38.814,0.0,0.0,0.0
2022-12-15 00:01:02,312.876,39.443,0.0,0.0,0.0
2022-12-15 00:01:03,312.58,39.143,0.0,0.0,0.0
2022-12-15 00:01:04,313.2,39.75,0.0,0.0,0.0
2022-12-15 00:01:05,313.007,39.85,0.0,0.0,0.0
2022-12-15 00:01:06,316.776,43.633,0.0,0.0,0.0
2022-12-15 00:01:07,319.481,46.057,0.0,0.0,0.0
2022-12-15 00:01:08,321.471,48.114,0.0,0.0,0.0
2022-12-15 00:01:09,312.871,39.7,0.0,0.0,0.0
2022-12-15 00:01:10,313.114,39.543,0.0,0.0,0.0
2022-12-15 00:01:11,314.243,40.614,0.0,0.0,0.0
2022-12-15 00:01:12,313.557,40.1,0.0,0.0,0.0
2022-12-15 00:01:13,313.986,40.643,0.0,0.0,0.0
2022-12-15 00:01:14,311.131,37.917,0.0,0.0,0.0
