epoch,loss,precision_coffee machine,precision_computer,precision_kettle,precision_microwave,precision_vacuum cleaner,recall_coffee machine,recall_computer,recall_kettle,recall_microwave,recall_vacuum cleaner,val_loss,val_precision_coffee machine,val_precision_computer,val_precision_kettle,val_precision_microwave,val_precision_vacuum cleaner,val_recall_coffee machine,val_recall_computer,val_recall_kettle,val_recall_microwave,val_recall_vacuum cleaner
0,0.022975793108344078,0.9281355738639832,0.5949468612670898,0.8880000114440918,0.9506416320800781,0.8421052694320679,0.8808264136314392,0.38344135880470276,0.8508710861206055,0.6144639849662781,0.709796667098999,0.06772466748952866,0.832883894443512,0.3232642710208893,0.950421929359436,0.8812785148620605,0.0,0.7505002617835999,0.20777133107185364,0.5184119939804077,0.4058123528957367,0.0
1,0.01717849262058735,0.9629356861114502,0.691628634929657,0.9533381462097168,0.9607928991317749,0.8475991487503052,0.93422931432724,0.6474648714065552,0.9254355430603027,0.6400741934776306,0.7504621148109436,0.06349361687898636,0.8234437108039856,0.391135573387146,0.9965635538101196,0.9495313763618469,0.25,0.9293167591094971,0.22094058990478516,0.6674338579177856,0.4944992959499359,0.014582164585590363
2,0.012440022081136703,0.9674047827720642,0.7610397934913635,0.9611790180206299,0.9565101861953735,0.9013539552688599,0.9463111162185669,0.8191373348236084,0.9317073225975037,0.6560806035995483,0.8613678216934204,0.06687936186790466,0.7722997665405273,0.5493943095207214,1.0,0.467277854681015,0.0,0.9448970556259155,0.39656615257263184,0.5115074515342712,0.4975782036781311,0.0
3,0.01156411599367857,0.9704107642173767,0.7705709934234619,0.9537572264671326,0.9533976316452026,0.9133710265159607,0.9542465209960938,0.8406219482421875,0.9198606014251709,0.6757612228393555,0.8964880108833313,0.07559500634670258,0.9293997287750244,0.462970495223999,0.9975460171699524,0.45233967900276184,0.0,0.7790165543556213,0.30305245518684387,0.4677790701389313,0.49979349970817566,0.0
4,0.01091007050126791,0.9726514220237732,0.7794557213783264,0.9550641775131226,0.9462506175041199,0.9245283007621765,0.95853590965271,0.8517045974731445,0.9331010580062866,0.6839826703071594,0.905730128288269,0.07164498418569565,0.9389030337333679,0.3931281566619873,0.9855453372001648,0.8614559173583984,0.0,0.9236706495285034,0.3063746690750122,0.8630610108375549,0.5185296535491943,0.0
5,0.010512127541005611,0.975759744644165,0.790061354637146,0.9623461365699768,0.9456993341445923,0.9399625062942505,0.9640405774116516,0.8574092984199524,0.9261323809623718,0.6975517272949219,0.926062822341919,0.08476516604423523,0.9092144966125488,0.32159000635147095,1.0,0.16646307706832886,0.0,0.908304750919342,0.4254162609577179,0.10126582533121109,0.5168024897575378,0.0
6,0.011972736567258835,0.9750509262084961,0.7827110290527344,0.9629629850387573,0.9449793100357056,0.9051233530044556,0.9583213925361633,0.801179051399231,0.9240418076515198,0.6891483664512634,0.8817005753517151,0.06373084336519241,0.9254287481307983,0.6955369710922241,0.9547325372695923,0.9372773766517639,0.08791209012269974,0.76365065574646,0.08718820661306381,0.40046030282974243,0.5038486123085022,0.0022434100974351168
7,0.012850726954638958,0.970734179019928,0.766941487789154,0.9574927687644958,0.9437215924263,0.9169741868972778,0.9508864879608154,0.7915531992912292,0.9261323809623718,0.6728509664535522,0.9186691045761108,0.08553166687488556,0.7019345760345459,0.5809308290481567,0.9958847761154175,0.4622768759727478,0.0,0.713121771812439,0.3138297200202942,0.5569620132446289,0.46288439631462097,0.0
8,0.012046397663652897,0.965394139289856,0.7737141251564026,0.9544117450714111,0.9455453157424927,0.9191321730613708,0.9473119974136353,0.8491177558898926,0.9045296311378479,0.6752519011497498,0.8613678216934204,0.08468887954950333,0.948025107383728,0.5119262933731079,0.9819219708442688,0.9313660264015198,0.042553190141916275,0.819968581199646,0.34566983580589294,0.5937859416007996,0.5273532867431641,0.0005608525243587792
9,0.011625614017248154,0.9699270129203796,0.7813718318939209,0.9397501945495605,0.9472965598106384,0.8842504620552063,0.9499571323394775,0.8597238659858704,0.8912891745567322,0.6813271045684814,0.8613678216934204,0.08907852321863174,0.7657173871994019,0.5411118865013123,0.9936386942863464,0.8720149397850037,0.0,0.8051744103431702,0.29865384101867676,0.44936707615852356,0.2975256145000458,0.0
10,0.011260352097451687,0.9752475023269653,0.7861143350601196,0.9569657444953918,0.9481985569000244,0.8700565099716187,0.9576780200004578,0.8637539744377136,0.9142857193946838,0.6845283508300781,0.8539741039276123,0.07678865641355515,0.943767786026001,0.5162906050682068,0.9874504804611206,0.9672753214836121,1.0,0.9248141646385193,0.515076220035553,0.8601841330528259,0.5071903467178345,0.0005608525243587792
11,0.011599438264966011,0.9624670743942261,0.7887183427810669,0.9456771016120911,0.9388224482536316,0.8103092908859253,0.9404489398002625,0.862760066986084,0.8613240122795105,0.6827458143234253,0.7264325618743896,0.06378434598445892,0.8378950357437134,0.5375553965568542,0.9162161946296692,0.9005468487739563,0.0,0.8204688429832458,0.320793092250824,0.3901035785675049,0.4946870505809784,0.0
